"","ORGANIZATION ID (IPF)","longitude","latitude"
"400",10038758,-76.522479,39.325739
"401",10039806,-89.529336,43.085933
"402",925301,-71.259119,42.366078
"403",2349701,-118.4741,34.0521
"404",10035498,-95.572599,29.73722
"405",10021476,-71.423484,42.274666
"406",10047380,-97.3440988,32.758546
"407",1080401,-71.0596,42.3605
"408",951901,-111.6492175,40.2502805
"409",10024003,-74.4243,40.4959
"410",10001032,-87.948404,42.176466
"411",10029390,-83.742308,42.246813
"412",10033473,-87.646183,41.833371
"413",10021177,-71.089394,42.36275
"414",4523001,-73.819392,40.8463717
"415",3801901,-72.871027,40.865952
"416",1605016,-73.9518265,40.6359305
"417",3197901,-122.3775,47.8106
"418",1003201,-71.4128,41.824
"419",4018401,-78.6391,35.7804
"420",10033449,-118.375634,34.06464
"421",3123401,-122.567735,38.124702
"422",1043101,-71.4128,41.824
"423",10048068,-71.390826,42.364438
"424",10020738,-90.259831,38.647998
"425",10007527,-118.434832,33.980762
"426",10016054,-71.211586,42.297605
"427",10047520,-117.726793,33.630504
"428",10033551,-122.420531,37.781614
"429",10040813,-72.26039,43.675857
"430",10012001,-74.494377,40.672355
"431",10051131,-73.937216,40.699566
"432",10040457,-77.153929,38.873332
"433",202901,-122.466369,37.7699205
"434",3750701,-118.1767,33.8264
"435",1073501,-118.125379,34.1378055
"436",10036537,-117.155274,32.773102
"437",2819805,-122.4,37.78
"438",513609,-120.65178,35.288531
"439",513608,-117.82,34.06
"440",513619,-119.104024,35.349879
"441",513607,-117.328011,34.187342
"442",10018015,-121.798341,36.6531365
"443",513602,-118.255111,33.8643975
"444",513611,-119.736641,36.807285
"445",513603,-117.8846615,33.880694
"446",513605,-118.11641,33.795639
"447",513606,-118.165532,34.067693
"448",513617,-118.524897,34.246828
"449",513613,-121.42847,38.5665045
"450",513621,-117.159571,33.128587
"451",10046009,-89.523053,43.08033
"452",10054178,-78.8986,35.994
"453",10053350,-111.926491,33.381591
"454",4214601,-71.096893,42.364666
"455",3990201,-71.0596,42.3605
"456",10033185,-81.75286,32.392351
"457",10021894,-122.3301,47.6038
"458",10021530,-122.187073,47.766741
"459",10039748,-122.201719,47.97226
"460",1145701,-78.8525765,42.9252645
"461",10020149,-87.9795,42.2195
"462",10042171,-70.610456,41.562147
"463",10044805,-90.335823,38.550869
"464",10039485,-71.346402,42.256171
"465",10047555,-89.529336,43.085933
"466",10047426,-77.8607,40.794
"467",10051506,-77.372646,38.947813
"468",10045714,-83.280311,42.584009
"469",10039821,-122.115364,37.379372
"470",9025008,-3.179267,51.487565
"471",10049764,-91.62892,41.699358
"472",10035466,-76.636657,39.454392
"473",10025086,-77.095297,38.982472
"474",10046050,-122.387,37.594911
"475",10048406,-81.51031,41.37827
"476",10050207,-84.529733,38.055395
"477",10020995,-116.203765,43.617275
"478",10006804,-112.067289,33.495697
"479",10040278,8.181824,53.147375
"480",1659101,-88.214906,40.1170655
"481",1159001,-93.154729,44.4611115
"482",1166601,-77.036252,38.909612
"483",247601,-79.942307,40.444018
"484",10032964,-72.8969,41.3959
"485",1345201,-80.83866075,35.203828
"486",1183701,-87.8211105,42.6225235
"487",10041471,-84.35471,41.85424
"488",218601,-81.6934,41.5052
"489",10000858,-81.6934,41.5052
"490",218601,-81.6088695,41.504263
"491",10002141,-97.692596,30.349539
"492",1214101,-77,38.94
"493",10055346,-110.845584,32.249335
"494",3857701,-83.724082,42.228696
"495",3591101,-72.982702,41.339497
"496",2083701,-121.907576,37.322113
"497",3020801,-77.093323,38.984435
"498",1225501,-118.38006,34.0764695
"499",10020536,-72.252846,43.646774
"500",10026907,-78.875077,35.903808
"501",10048792,-92.324242,38.966679
"502",10023626,-74.188268,40.713957
"503",10004118,-76.26,42.1
"504",10048790,-81.753023,41.466912
"505",10028822,-72.8307,41.8098
"506",10052288,-117.27449,32.84811
"507",10041276,-78.875077,35.903808
"508",10000154,-122.250983,37.508315
"509",10036527,-77.41091,38.883489
"510",10048774,-84.380397,33.755512
"511",10051557,-96.655398,40.85402
"512",10025200,-122.420531,37.781614
"513",10014164,-80.004544,40.441052
"514",10019064,-117.185395,32.850556
"515",2495801,-77.023621,38.992079
"516",10019828,-76.929845,39.004112
"517",10003002,-117.62,33.43
"518",10019908,-89.51,43.06
"519",10029329,-58.38194,-34.59972
"520",10040705,-81.753023,41.466912
"521",600901,-72.767267,41.691458
"522",1274901,-84.7756395,43.5891095
"523",321101,-73.9866,40.7306
"524",562101,-79.41153,43.64219
"525",10020117,77.2,28.7
"526",10002667,28.282,-15.419
"527",10025848,31.02,-29.86
"528",10008195,-76.8,-7.2
"529",2474901,-76.51972,3.44
"530",10045006,-73.875744,40.707339
"531",10028065,-76.42825035,37.11273695
"532",10052828,-93.29101,44.949334
"533",10029879,-78.86,35.89
"534",10051687,-121.924711,37.385281
"535",10032163,-105.076611,40.565985
"536",2805101,-86.63,34.72
"537",10040467,-71.844031,42.214271
"538",1321801,11.961307,57.6970935
"539",1328501,-157.8067125,21.290491
"540",1328101,-117.851985,33.7929255
"541",489501,-118.242674,33.925462
"542",3785301,-71.146703,42.375287
"543",1336801,-71.159702,42.593343
"544",10032754,-84.390125,33.754508
"545",10047636,-74.01615,40.646392
"546",673901,-94.969721,35.915279
"547",3256901,-89.000622,40.485183
"548",10030848,-105.602199,37.37879
"549",478301,98.962108,18.791815
"550",3541101,-87.84,41.86
"551",10039919,-87.687624,41.884124
"552",1409801,-87.609691,41.7182515
"553",10034835,-73.970898,40.760943
"554",10036746,-122.8038,45.4872
"555",3887701,-84.323453,33.798727
"556",1499101,-75.194686,39.947738
"557",1514301,-122.2714,37.8045
"558",1949001,-90.1280625,29.9177355
"559",1507701,-81.5248305,41.0791215
"560",1520001,-118.291082,34.098144
"561",1529501,-94.590016,39.048462
"562",1518602,-77.062614,38.943127
"563",10047720,-122.343846,47.692207
"564",10034237,-71.121035,42.342639
"565",10006158,-82.3248,29.6519
"566",10041548,-112.0328,40.5141
"567",10047648,-90.097872,29.958813
"568",1548201,79.135929,12.924883
"569",476101,-75.65,39.69
"570",10009410,-74.445662,40.467196
"571",10005243,-117.990875,34.138905
"572",10037632,-73.07993,40.951345
"573",10021989,-94.910675,29.494966
"574",10037021,-117.033919,32.781915
"575",10048713,-118.001973,33.684098
"576",2833001,-72.660927,41.736511
"577",615001,-84.501811,39.141081
"578",10029925,-82.161661,34.189103
"579",10027899,-76.557614,39.398298
"580",1605017,-73.949274,40.819952
"581",10049747,-80.4776,25.4687
"582",10046129,-113.9731834,46.87947745
"583",10015237,-78.803882,35.891146
"584",546401,-80.853993,33.49810975
"585",10050171,-72.272727,43.718698
"586",10013550,-117.668276,34.098986
"587",513702,-117.7198,34.0967
"588",10048752,-83.160817,42.559806
"589",10042723,-87.665608,42.009464
"590",2189101,-84.4113525,33.749955
"591",1613101,-71.8023,42.2626
"592",1618801,-74.9983585,44.6636005
"593",10051829,-80.8431,35.2271
"594",10033707,-122.2618,37.5049
"595",10028296,-76.6108,39.2909
"596",10053399,-97.692596,30.349539
"597",10043155,-96.769649,33.030558
"598",10046045,-104.717163,39.586844
"599",10035265,-89.523053,43.08033
"600",1626401,-82.837137,34.678302
"601",10049886,-75.166205,39.952979
"602",1630201,-81.6200375,41.502617
"603",2618201,-81.675191,41.5020855
"604",10043513,-73.937216,40.699566
"605",10023022,-81.78,41.27
"606",3121201,-79.062934,35.91217
"607",10040049,-119.761312,39.165651
"608",10053054,-83.9846,34.5321
"609",10042295,-117.667704,33.687249
"610",10042650,-76.84457,39.10468
"611",10019920,-119.28,34.27
"612",10026936,-77.159328,39.1739665
"613",10032111,-77.24,39.0348
"614",10052059,-76.522479,39.325739
"615",10045780,-122.008282,37.375105
"616",10021381,-79.992723,40.430824
"617",10048816,-71.116212,42.372184
"618",1668201,-69.662494,44.5636385
"619",4577101,-73.455877,40.866828
"620",10038390,-78.741612,35.589336
"621",10004761,-122.368894,37.593929
"622",10028861,-71.238774,42.376385
"623",5992634,-73.719965,41.025928
"624",10035689,47.912408,29.3283
"625",330101,31.05222,-17.82917
"626",8082601,-74.7829415,40.2712395
"627",1605032,-74.147843,40.601892
"628",3385801,-71.808245,42.2382755
"629",9281501,-76.710005,37.270846
"630",9367001,-81.9334,40.8118
"631",4353601,-75.152145,40.005487
"632",9805001,-123.0951,44.0505
"633",10050835,-122.271498,37.518233
"634",10033096,-104.838516,39.659345
"635",2599301,-104.91,39.7
"636",10036161,-104.825877,38.832916
"637",130501,-105.22266,39.7503565
"638",1725201,-105.0841805,40.574524
"639",1833202,-73.960938,40.810006
"640",1833205,-73.962189,40.806726
"641",1833204,-73.96,40.81
"642",2406101,-82.9875965,39.9605445
"643",10005195,-82.970513,40.060851
"644",10040785,-122.14279,37.400186
"645",1992801,-86.533701,39.177942
"646",3069601,-75.602449,39.712295
"647",10024554,-66.0571,18.3744
"648",10053448,-76.82433,39.276386
"649",10005506,-122.144956,37.428209
"650",10038340,-75.130803,40.312627
"651",3618201,-72.801163,41.727817
"652",1846801,-72.105483,41.3784875
"653",1854401,-72.6827125,41.7628735
"654",10048445,-79.751356,40.481287
"655",10003229,-77.188894,38.732621
"656",10047267,-75.728828,39.645746
"657",2979601,-74.790962,40.251073
"658",10034238,-116.404584,34.126898
"659",10007235,-82.606231,29.655586
"660",10055433,-122.420531,37.781614
"661",10052167,-76.557614,39.398298
"662",10043399,-84.390125,33.754508
"663",10043667,-94.7946,29.2993
"664",10035723,-74.01615,40.646392
"665",7603801,-75.114724,39.940751
"666",10021228,-74.773991,40.641093
"667",1514802,-76.463969,42.448869
"668",3812201,-84.241467,39.598391
"669",4508001,-117.033919,32.781915
"670",10032164,-70.644952,42.620956
"671",4576301,-71.124692,42.498593
"672",10035779,139.3549095,36.285584
"673",10028499,-83.085355,42.314808
"674",1811501,-72.272727,43.718698
"675",10054069,-76.82246,39.15124
"676",3630601,-76.82246,39.15124
"677",10007015,-70.9898,42.8015
"678",1943701,-95.946747,41.264758
"679",10030329,-71.5226,41.4804
"680",10021015,-85.640268,38.189222
"681",10024823,-105.122825,39.964285
"682",10020766,-117.294949,33.045421
"683",10034968,-117.26829,33.12681
"684",10032735,-92.324242,38.966679
"685",1379501,-77.126759,38.877897
"686",10002607,-77.14341,39.103123
"687",10002072,-86.808817,36.145858
"688",1605018,-73.98,40.75
"689",10036420,-71.579489,42.339918
"690",10052708,-122.647589,45.559226
"691",10030212,-118.305499,33.817869
"692",10046209,-75.154252,39.948701
"693",10046411,-81.516115,41.462131
"694",10037581,-111.642809,40.208328
"695",10041792,-90.335823,38.550869
"696",10049611,-72.927447,41.354274
"697",10047169,-117.294949,33.045421
"698",10026092,-80.639208,28.086909
"699",10010326,-78.94656,35.971019
"700",10047085,-92.328519,34.644886
"701",10022301,-122.050248,37.38954
"702",10036774,-78.85742,43.07201
"703",10042850,-122.647589,45.559226
"704",10048134,-71.390826,42.364438
"705",10021824,-74.587865,40.375853
"706",1464901,-71.0596,42.3605
"707",10045584,-117.033919,32.781915
"708",2021601,-72.2888425,43.70354
"709",10051750,-71.461442,42.758023
"710",10006671,-122.167719,47.54411
"711",10054089,-105.010457,39.69639
"712",2029201,-80.8458825,35.5000265
"713",10043011,-71.122591,42.357074
"714",4391401,-84.18115,39.762116
"715",10032184,-65.9907969,18.3985735
"716",2052001,-87.654137,41.925421
"717",2062001,-88.961757,39.867219
"718",10027962,-81.294927,28.788524
"719",10038766,-78.8986,35.994
"720",10052159,-71.116212,42.372184
"721",2268401,-90.181419,29.952419
"722",108401,-75.541727,39.1868045
"723",10052552,-81.0731237,41.7466829
"724",10037609,-77.070273,38.897642
"725",10024854,-122.420531,37.781614
"726",10044940,-108.069,38.7422
"727",10046021,-80.143848,26.92247
"728",10034536,-81.649282,41.141742
"729",10032397,-87.630544,41.888356
"730",2088101,-104.9653,39.7348
"731",4275501,-104.9423725,39.747733
"732",3887501,-104.94,39.74
"733",10033638,-114.07847,46.765834
"734",1692901,-93.634432,41.588811
"735",10005860,-119.800798,39.571712
"736",10051933,-117.234897,33.116616
"737",10012285,18.4289,-33.9351
"738",10020376,-71.605194,42.284534
"739",10028882,-122.248891,47.449687
"740",10036415,-122.197644,37.730542
"741",10042062,85.547254,27.616509
"742",10032068,-117.0181,32.776251
"743",10026922,-117.26829,33.12681
"744",4479401,-121.827519,37.350838
"745",10030302,-74.601983,40.358641
"746",10038572,-81.700362,41.498284
"747",10022678,-71.116212,42.372184
"748",10044689,-71.2184,42.369357
"749",10038861,-73.937216,40.699566
"750",10007457,-77.100928,39.178993
"751",10047806,-95.233214,38.971017
"752",10034406,-78.879759,36.021
"753",10042055,-78.875077,35.903808
"754",2139401,-90.0659455,29.9952965
"755",10007176,-71.116212,42.372184
"756",560601,-111.931005,33.424507
"757",10015704,-117.08,32.98
"758",10016882,-86.664741,33.400032
"759",10033549,-122.44532,37.65397
"760",1720001,-89.443523,43.07455
"761",2439601,-118.202492,34.062263
"762",10001874,-87.8222785,41.9023055
"763",2183301,-122.510185,37.980225
"764",10030476,-90.5742,38.6561
"765",10027768,-96.1682045,43.082491
"766",10037749,-72.252846,43.646774
"767",10049460,-122.420531,37.781614
"768",10035110,-122.37238,47.77677
"769",1907001,-80.88,34.13
"770",10020208,-123.09,44.03
"771",10048976,-117.033919,32.781915
"772",10047239,-104.881717,39.556245
"773",2205901,-75.188961,39.955879
"774",10036669,-77.4106,39.4144
"775",10045397,-71.063259,42.361182
"776",10051367,-75.597018,38.357315
"777",10044913,-71.155928,42.261557
"778",10019879,-122.119305,47.618086
"779",10047393,-117.0181,32.776251
"780",2221101,-78.9381035,36.001218125
"781",10038531,-87.943684,41.756048
