"","Facility ID","Facility Name","longitude","latitude"
"230","040018","BAPTIST HEALTH - VAN BUREN",-94.338763,35.435258
"231","040019","FORREST CITY MEDICAL CENTER",-90.776575,35.039924
"232","040020","ST BERNARDS MEDICAL CENTER",-90.701717,35.835971
"233","040022","NORTHWEST MEDICAL CENTER-SPRINGDALE",-94.137055,36.180207
"234","040026","ST VINCENT HOT SPRINGS",-93.0665,34.467833
"235","040027","BAXTER REGIONAL MEDICAL CENTER",-92.39748,36.342934
"236","040029","CONWAY REGIONAL HEALTH SYSTEM",-92.457811,35.0858
"237","040036","BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK",-92.223076,34.7837
"238","040039","ARKANSAS METHODIST MEDICAL CENTER",-90.498393,36.051872
"239","040041","ST MARYS REGIONAL MEDICAL CENTER",-93.111894,35.277972
"240","040047","FIVE RIVERS MEDICAL CENTER",-90.998009,36.290244
"241","040050","OUACHITA COUNTY MEDICAL CENTER",-92.837158,33.575909
"242","040051","DREW MEMORIAL HOSPITAL",-91.816438,33.610765
"243","040055","BAPTIST HEALTH - FORT SMITH",-94.419871,35.375001
"244","040062","MERCY HOSPITAL FORT SMITH",-94.353227,35.355856
"245","040067","MAGNOLIA HOSPITAL",-93.239125,33.274721
"246","040069","GREAT RIVER MEDICAL CENTER",-89.9173,35.943066
"247","040071","JEFFERSON REGIONAL MEDICAL CENTER",-92.018466,34.18755
"248","040072","BAPTIST HEALTH MEDICAL CENTER-STUTTGART",-91.559327,34.517642
"249","040074","NORTH METRO MEDICAL CENTER",-92.124314,34.873912
"250","040076","BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY",-92.78596,34.358803
"251","040078","NATIONAL PARK MEDICAL CENTER",-93.036065,34.485916
"252","040084","SALINE MEMORIAL HOSPITAL",-92.585454,34.573545
"253","040085","HELENA REGIONAL MEDICAL CENTER",-90.62717,34.51021
"254","040088","MEDICAL CENTER OF SOUTH ARKANSAS",-92.672426,33.218516
"255","040114","BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK",-92.368837,34.746129
"256","040118","BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",-90.636319,35.866402
"257","040119","WHITE RIVER MEDICAL CENTER",-91.63289,35.76945
"258","040132","LEVI HOSPITAL",-93.057436,34.510236
"259","040134","ARKANSAS HEART HOSPITAL, LLC",-92.393359,34.73922
"260","040137","ST VINCENT MEDICAL CENTER/NORTH",-92.208054,34.813011
"261","040147","ARKANSAS SURGICAL HOSPITAL",-92.34895,34.80022
"262","040152","NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL",-94.134074,36.121311
"263","040153","WADLEY REGIONAL MEDICAL CENTER AT HOPE",-93.58478,33.648304
"264","040154","BAPTIST HEALTH MEDICAL CENTER- CONWAY",-92.419423,35.05655
"265","040156","BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",-90.177597,35.167637
"266","040157","CENTERVIEW SURGERY CENTER, LLC",-92.40266,34.741614
"267","040158","LEGACY SURGERY CENTER",-92.338899,34.744122
"268","041300","NORTH LOGAN MERCY HOSPITAL",-93.725195,35.289791
"269","041302","DARDANELLE HOSPITAL",-93.156553,35.220256
"270","041303","MERCY HOSPITAL OZARK",-93.83413,35.48607
"271","041304","EUREKA SPRINGS HOSPITAL COMMISSION",-93.744286,36.400244
"272","041305","MERCY HOSPITAL WALDRON",-94.105953,34.894526
"273","041306","IZARD COUNTY MEDICAL CENTER, LLC",-92.128194,36.126625
"274","041307","CROSSRIDGE COMMUNITY HOSPITAL",-90.786759,35.219849
"275","041308","MCGEHEE HOSPITAL",-91.39256,33.6176
"276","041309","LAWRENCE MEMORIAL HOSPITAL",-90.967805,36.073772
"277","041310","STONE COUNTY MEDICAL CENTER",-92.082842,35.85662
"278","041311","HOWARD MEMORIAL HOSPITAL",-93.880066,33.949695
"279","041312","BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS",-92.000717,35.504536
"280","041313","OZARK HEALTH",-92.452227,35.559091
"281","041314","DEWITT HOSPITAL & NURSING HOME, INC",-91.338201,34.279413
"282","041316","SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER",-89.975722,35.69978
"283","041317","DALLAS COUNTY MEDICAL CENTER",-92.425395,33.810855
"284","041318","MERCY HOSPITAL BOONEVILLE",-93.935173,35.140302
"285","041320","LITTLE RIVER MEMORIAL HOSPITAL",-94.135073,33.669263
"286","041321","BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA",-93.088501,34.123187
"287","041322","FULTON COUNTY HOSPITAL",-91.810643,36.383063
"288","041323","ASHLEY COUNTY MEDICAL CENTER",-91.93874,33.1385
"289","041324","CHI ST VINCENT MORRILTON",-92.71982,35.1692
"290","041326","DELTA MEMORIAL HOSPITAL",-91.4805,33.874611
"291","041327","BRADLEY COUNTY MEDICAL CENTER",-92.059237,33.610453
"292","041328","CHICOT MEMORIAL MEDICAL CENTER",-91.26804,33.29795
"293","041329","MERCY HOSPITAL BERRYVILLE",-93.551742,36.358929
"294","041330","PIGGOTT COMMUNITY HOSPITAL",-90.188272,36.382186
"295","041331","OZARKS COMMUNITY HOSPITAL OF GRAVETTE",-94.461293,36.408614
"296","043300","ARKANSAS CHILDRENS HOSPITAL",-92.29279,34.742747
"297","043301","ARKANSAS CHILDREN'S NORTHWEST, INC",-94.191451,36.16371
"298","044004","VISTA HEALTH FAYETTEVILLE",-94.120068,36.127916
"299","044005","BRIDGEWAY HOSPITAL",-92.355671,34.822168
"300","044006","VALLEY BEHAVIORAL HEALTH SYSTEM",-94.313234,35.341233
"301","044007","RIVENDELL BEHAVIORAL HEALTH SERVICES",-92.532941,34.613406
"302","044011","ARKANSAS STATE HOSPITAL",-92.324537,34.749881
"303","044017","UNITED METHODIST BEHAVIORAL HOSPITAL",-92.394638,34.876622
"304","044019","SPRINGWOODS BEHAVIORAL HEALTH SERVICES",-94.186838,36.108502
"305","044020","RIVERVIEW BEHAVIORAL HEALTH",-94.035371,33.460791
"306","044021","PERIMETER BEHAVIORAL HOSPITAL WEST MEMPHIS",-90.177062,35.152962
"307","044022","CONWAY BEHAVIORAL HEALTH",-92.423895,35.0385
"308","050002","ST ROSE HOSPITAL",-122.089402,37.633383
"309","050006","ST JOSEPH HOSPITAL",-124.142476,40.783661
"310","050007","PENINSULA MEDICAL CENTER",-122.385046,37.592405
"311","050008","CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP",-122.434595,37.768239
"312","050009","QUEEN OF THE VALLEY MEDICAL CENTER",-122.295863,38.325399
"313","050013","ADVENTIST HEALTH ST HELENA",-122.475124,38.542181
"314","050014","SUTTER AMADOR HOSPITAL",-120.764684,38.350719
"315","050017","MERCY GENERAL HOSPITAL",-121.452484,38.570607
"316","050022","RIVERSIDE COMMUNITY HOSPITAL",-117.381444,33.976442
"317","050024","PARADISE VALLEY HOSPITAL",-117.082387,32.68541
"318","050025","UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR",-117.166824,32.754108
"319","050026","GROSSMONT HOSPITAL",-117.007111,32.781386
"320","050028","MAD RIVER COMMUNITY HOSPITAL",-124.091455,40.896315
"321","050030","OROVILLE HOSPITAL",-121.541311,39.506883
"322","050036","BAKERSFIELD MEMORIAL HOSPITAL",-119.006796,35.391944
"323","050038","SANTA CLARA VALLEY MEDICAL CENTER",-121.934215,37.313426
"324","050039","ENLOE MEDICAL CENTER",-121.851095,39.741734
"325","050040","LAC/OLIVE VIEW-UCLA MEDICAL CENTER",-118.4465,34.32447
"326","050042","ST ELIZABETH COMMUNITY HOSPITAL",-122.219343,40.148128
"327","050043","ALTA BATES SUMMIT MEDICAL CENTER",-122.2634,37.82092
"328","050045","EL CENTRO REGIONAL MEDICAL CENTER",-115.568521,32.780454
"329","050047","CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS",-121.31,38.76
"330","050054","SAN GORGONIO MEMORIAL HOSPITAL",-116.946854,33.93248
"331","050055","CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL",-122.421009,37.747299
"332","050056","ANTELOPE VALLEY HOSPITAL",-118.157983,34.687807
"333","050057","KAWEAH DELTA MEDICAL CENTER",-119.296226,36.327419
"334","050058","GLENDALE MEM HOSPITAL & HLTH CENTER",-118.257729,34.128101
"335","050060","COMMUNITY REGIONAL MEDICAL CENTER",-119.783749,36.744078
"336","050063","HOLLYWOOD PRESBYTERIAN MEDICAL CENTER",-118.291518,34.095789
"337","050067","OAK VALLEY HOSPITAL DISTRICT",-120.860923,37.757638
"338","050069","PROVIDENCE ST. JOSEPH HOSPITAL",-117.865334,33.782182
"339","050070","KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO",-122.435925,37.656522
"340","050071","KAISER FOUNDATION HOSPITAL-SANTA CLARA",-121.995842,37.33572
"341","050072","KAISER FOUNDATION HOSPITAL - WALNUT CREEK",-122.05948,37.891788
"342","050073","KAISER FOUNDATION HOSPITAL AND REHAB CENTER",-122.247808,38.126547
"343","050075","KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND",-122.252233,37.814852
"344","050076","KAISER FOUNDATION HOSPITAL - SAN FRANCISCO",-122.443226,37.782308
"345","050077","SCRIPPS MERCY HOSPITAL",-117.16093,32.751467
"346","050078","PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO",-118.304108,33.738063
"347","050082","ST JOHNS REGIONAL MEDICAL CENTER",-119.159923,34.185008
"348","050084","ST JOSEPH'S MEDICAL CENTER OF STOCKTON",-121.288217,37.970556
"349","050089","COMMUNITY HOSPITAL OF SAN BERNARDINO",-117.32248,34.13128
"350","050090","SONOMA VALLEY HOSPITAL",-122.465328,38.2881
"351","050091","COMMUNITY HOSPITAL OF HUNTINGTON PARK",-118.224258,33.989522
"352","050093","SAINT AGNES MEDICAL CENTER",-119.765738,36.835299
