,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Specialty Details,Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",,Participant 3,Participant 4,Night float system,Participant 5,Participant 6,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11,Participant 12,Participant 13
0,https://freida.ama-assn.org/program/1400831078,University-based,University of Connecticut School of Medicine,3,3,No,Yes,June,Yes,No,https://health.uconn.edu/graduate-medical-education/?p=1983,Not Available,"Robert J Nardino
MD
Univ of Connecticut Health Ctr
Rm L2104
263 Farmington Ave
Farmington, CT 06030-1235
Tel: (860) 679-2562
Fax: (860) 679-4613
E-mail: nardino@uchc.edu","Mary E Peach
Univ of Connecticut Health Ctr
Rm L2104
263 Farmington Ave
Farmington, CT 06030-1235
Tel: (860) 679-2562
Fax: (860) 679-4613
E-mail: imresidency@uchc.edu",1400831078,"Univ of Connecticut Health Ctr, Rm L2104, 263 Farmington Ave, Farmington, CT 06030-1235","263 Farmington Ave, Farmington, CT 06030-1925","80 Seymour St, Hartford, CT 06102","114 Woodland St, Hartford, CT 06105-9317","263 Farmington Ave, Farmington, CT 06030-3802","Clinician-educator track, office-based medicine track, international experiences, simulation centers, ultrasound curriculum, resident wellness program, and on-site board review course available. Educational and travel stipend provided.",47,40,42,No,Yes,"Yes , Codes: 1094140C0,1094140P0",No,12/1/2020,10/15/2020 - 1/31/2021_10/15/2021 - 1/31/2022,10/15/2021,12/1/2021,Yes,480,No,No,3,Yes,Yes,226_226_550_550,Yes,Greater than 245,Yes,Yes,541-600,Required,Yes,No,Yes,134,29,36,0,170,29,46.2,1.1 to 1,68,16,1.4,Yes,Yes,7.2,72.6,20.1,51.7,48.2,Other for 8 week(s),0,Other for 5 week(s),2,Other for 5 week(s),1,10,35%,10%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$60,490.00",28,14,"$62,200.00",28,14,"$64,600.00",28,14,Yes,42,NGO,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,No,No,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1400821079,Community-based university affiliated,Greenwich Hospital,3,3,No,Yes,"June,July",Yes,No,http://www.greenwichhospital.org,Not Available,"Charles B Seelig
MD, MS
Greenwich Hosp
Rm 1-3217
5 Perryridge Rd
Greenwich, CT 06830
Tel: (203) 863-3913
Fax: (203) 863-3924
E-mail: charles.seelig@greenwichhospital.org","Cara  Giacomo
Greenwich Hosp
Internal Medicine Pgm
5 Perryridge Rd
Greenwich, CT 06830
Tel: (203) 863-3919
Fax: (203) 863-3924
E-mail: cara.giacomo@greenwichhospital.org",1400821079,"Greenwich Hosp, Rm 1-3217, 5 Perryridge Rd, Greenwich, CT 06830","5 Perryridge Rd, Greenwich, CT 06830-2700",,,,For over 45 years Greenwich Hospital has sponsored a Yale affiliated primary care focused community hospital residency combining the best aspects of university and community programs.,13,7,7,No,Yes,"Yes , Codes: 1082140C0,1082140P0",No,12/31/2020,11/6/2020 - 1/29/2021_11/1/2021 - 1/31/2022,9/1/2021,12/31/2021,Yes,250,No,No,3,No,Yes,220___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",Greater than 600,Required,Yes,Yes,Yes,21,1,5,0,26,1,38.0,0.8 to 1,60,16,1.3,No,Yes,62.3,27.2,10.3,49.3,50.6,Once per week for 32 week(s),0,Every eleventh night or more for 10 month(s),0,Every eleventh night or more for 10 month(s),Not Available,7,15%,5%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$68,873.00",20,NGO,"$72,316.00",20,NGO,"$75,932.00",20,NGO,Yes,0,NGO,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Not Available,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,No,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1400821085,University-based,Yale-New Haven Hospital,3,3,No,Yes,June,Yes,No,http://residency.med.yale.edu,Not Available,"Mark D Siegel
MD
Yale-New Haven Med Ctr
PO Box 208030 1074 LMP
20 York St
New Haven, CT 06520
Tel: (203) 785-7113
Fax: (203) 785-7030
E-mail: mark.siegel@yale.edu","Brett  Marks
Yale-New Haven Med Ctr
PO Box 208030 1092 LMP
15 York St
New Haven, CT 06520-8030
Tel: (203) 785-4123
Fax:
E-mail: brett.marks@yale.edu",1400821085,"Yale-New Haven Med Ctr, PO Box 208030 1074 LMP, 20 York St, New Haven, CT 06520","20 York St, New Haven, CT 06504-3316","950 Campbell Ave, West Haven, CT 06516-2700","17 Hillhouse Ave, New Haven, CT 06520-8034","374 Grand Ave, New Haven, CT 06513","We offer distinctions in education, global health, investigation, and QI. We have a 4+2+2 block schedule with ambulatory immersion experiences and exposure to specialty clinics. All residents are eligible to participate in our International Health Elective, Research in Residency Program, and Writer's Workshop. Qualified individuals may apply to our physician scientist track with guaranteed acceptance into fellowship assuming they meet professional competencies by the end of PGY2 year.",59,43,39,No,Yes,"Yes , Codes: 1089140C0,1089140P0,1089140C1,1089140P2,1089140P5",No,12/31/2020,10/15/2020 - 1/31/2021_10/12/2021 - 1/31/2022,9/1/2021,12/31/2021,Yes,732,No,No,3,No,Yes,___,No,Greater than 245,"No, require USMLE scores for all applicants",No,No Answer,Not known,Yes,Yes,Yes,205,0,12,0,217,0,26.8,1.4 to 1,65,28,1.5,Yes,Yes,91.7,8.2,0.0,55.4,44.5,Every seventh night for 1 week(s),0,Every fourth night for 8 week(s),0,Every fourth night for 2 week(s),Not Available,8,30%,2%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$69,209.00",20,NGO,"$72,670.00",20,NGO,"$76,303.00",20,NGO,Yes,42,70,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,No,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1400821496,University-based,Yale-New Haven Hospital,3,3,No,Yes,June,Yes,No,http://residency.med.yale.edu,Not Available,"John P Moriarty
MD
Yale-New Haven Med Ctr
FMP 101 PO Box 208033
333 Cedar St
New Haven, CT 06520
Tel: (203) 785-6015
Fax: (203) 785-3922
E-mail: john.moriarty@yale.edu","Denise  Brennan
Yale-New Haven Med Ctr
LMP 1093 PO Box 208033
333 Cedar St
New Haven, CT 06520
Tel: (203) 789-4384
Fax: (203) 785-3922
E-mail: denise.brennan@yale.edu",1400821496,"Yale-New Haven Med Ctr, FMP 101 PO Box 208033, 333 Cedar St, New Haven, CT 06520","20 York St, New Haven, CT 06504-3316","64 Robbins St, Waterbury, CT 06721-1499","950 Campbell Ave, West Haven, CT 06516-2700",,"The Yale primary care program seeks to train diverse leaders in general internal medicine and primary care. We have an outstanding core faculty dedicated to teaching and mentoring residents. We have outstanding curriculum and clinical experiences in ambulatory and inpatient medicine, community engagement and advocacy, evidence based medicine, global health and scholarship opportunities in a setting which teaches and models a truly biopsychosocial approach to patient care.",18,18,18,No,No,"Yes , Codes: 1089140M0,1089140M1",No,12/31/2020,11/1/2020 - 1/31/2021_10/15/2021 - 1/31/2022,9/1/2021,12/31/2021,Yes,163,No,No,3,No,No,___,No,226-235,No,No,No Answer,Not required,Yes,Yes,Yes,260,7,20,0,280,7,34.6,5.0 to 1,60,16,1.5,Yes,Yes,100.0,0.0,0.0,57.1,42.8,N/A,0,Every fourth night for 4 week(s),2,Every fourth night for 4 week(s),2,6,40%,8%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$69,209.00",20,NGO,"$72,670.00",20,NGO,"$76,303.00",20,NGO,Yes,182,180,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1400831086,Community-based university affiliated,Norwalk Hospital,3,3,No,Yes,"June,July",Yes,No,https://www.norwalkhospital.org/departments/residencies-and-fellowships/,Not Available,"Eunice Y H Kang
MD
Norwalk Hosp
Dept of Medicine
34 Maple St
Norwalk, CT 06856
Tel: (203) 852-2025
Fax: (203) 899-5224
E-mail: eunice.kang@nuvancehealth.org","Jessie  Labrecque
BS
Norwalk Hosp
Dept of Medicine
34 Maple St
Norwalk, CT 06856
Tel: (203) 852-2025
Fax: (203) 899-5224
E-mail: jessie.labrecque@nuvancehealth.org",1400831086,"Norwalk Hosp, Dept of Medicine, 34 Maple St, Norwalk, CT 06856","34 Maple St, Norwalk, CT 06856","121 Water St, Norwalk, CT 06854","175 Jefferson St, Fairfield, CT 06825",,"The Norwalk Hospital internal medicine residency, affiliated with Yale University, offers a superb faculty, research opportunities, global health electives, and other innovative programs in a supportive environment one hour from New York city.",15,15,15,No,No,"Yes , Codes: 1093140C0",No,10/21/2020,10/23/2020 - 12/18/2020_10/22/2021 - 12/21/2021,9/15/2021,9/15/2021,Yes,190,No,No,3,No,Yes,220_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,23,0,3,0,26,0,56.5,0.5 to 1,60,24,1,Yes,Yes,0.7,98.5,0.7,38.0,61.9,N/A,0,Every third night for 2 month(s),0,Every third night for 1 month(s),4,10,5%,25%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$63,560.00",28,NGO,"$65,847.00",28,NGO,"$68,289.00",28,NGO,Yes,84,NGO,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,Within 30 days of starting program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1400811087,Community-based university affiliated,Stamford Hospital,3,3,No,Yes,July,Yes,No,http://www.stamhealth.org/professionals/residency/medicine,Not Available,"Forugh F Homayounrooz
MD
Stamford Hosp
PO Box 9317
1 Hospital Plaza
Stamford, CT 06902
Tel: (203) 276-7271
Fax:
E-mail: fhomayounrooz@stamhealth.org","Mary  Dolan
Stamford Hosp
PO Box 9317
1 Hospital Plaza
Stamford, CT 06904-9317
Tel: (203) 276-7147
Fax: (203) 276-7368
E-mail: mdolan1@stamhealth.org",1400811087,"Stamford Hosp, PO Box 9317, 1 Hospital Plaza, Stamford, CT 06902","1 Hospital Plaza, Stamford, CT 06902","1351 Washington Blvd, Stamford, CT 06902",,,"The program provides a comprehensive training experience in an academically affiliated, community-based hospital setting that serves a diverse population and offers a broad range of advanced services in a patient-centered care approach. Residency education takes place in an intimate, high quality learning environment that trains residents to be competent, compassionate physicians to practice in any desired field including primary care, hospitalist and subspecialty practice.",8,8,7,No,No,"Yes , Codes: 1095140C0",No,11/30/2020,10/28/2020 - 1/15/2021_10/6/2021 - 1/14/2022,9/15/2021,11/30/2021,Yes,158,No,No,3,No,Yes,220_220_500_500,Yes,226-235,Yes,Yes,501-540,Required,No,No,Yes,4,0,2,0,6,0,75.0,0.2 to 1,56,24,1,Yes,Yes,4.7,85.8,9.3,65.5,34.4,Other for 4 week(s),0,Other for 4 week(s),0,Other for 4 week(s),Not Available,7,NGO,33%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,Not Available,28,3,Not Available,28,3,Not Available,28,3,Yes,28,90,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Required,Yes,Yes,Yes,(3 wks ),,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1400800910,Community-based,Waterbury Hospital,3,3,No,Yes,June,Yes,No,http://medicine.yale.edu/intmed/residency/ynhwaterbury/index.aspx,Not Available,"Ruth E Weissberger
MD
Waterbury Hosp
Dept of Medicine
64 Robbins St
Waterbury, CT 06708
Tel: (203) 573-6000
Fax: (203) 573-6707
E-mail: imrp@wtbyhosp.org","Maribel  Cruz
Waterbury Hosp
Dept of Medicine
64 Robbins St
Waterbury, CT 06708
Tel: (203) 573-6574
Fax:
E-mail: imrp@wtbyhosp.org",1400800910,"Waterbury Hosp, Dept of Medicine, 64 Robbins St, Waterbury, CT 06708","20 York St, New Haven, CT 06504-3316","64 Robbins St, Waterbury, CT 06721-1499",,,,16,10,10,No,Yes,"Yes , Codes: 1089140C2,1089140P4",No,11/15/2020,-_-,11/15/2021,,Yes,280,No,No,3,No,Yes,215_215_550_550,Yes,No Answer,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,No,No,12,0,1,0,13,0,50.0,0.3 to 1,60,16,1,Yes,Yes,27.3,69.5,3.0,48.5,51.4,N/A,0,N/A,0,N/A,Not Available,6,0%,N/A,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$69,209.00",20,NGO,"$72,670.00",20,NGO,"$76,303.00",20,NGO,No answer,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1400813530,Community-based university affiliated,St Mary's Hospital,3,3,Yes,Yes,July,Yes,No,http://www.stmh.org/gme/internal-medicine-residency/,Not Available,"Shawnette  Alston
MD
St Mary's Hosp
Dept of Medicine
56 Franklin St
Waterbury, CT 06706
Tel: (203) 709-8685
Fax: (203) 709-3518
E-mail: laronin@trinityhealthofne.org","Leigh  Aronin
MS
St Mary's Hosp
Dept of Medicine
56 Franklin St
Waterbury, CT 06706
Tel: (203) 709-6424
Fax: (203) 709-3518
E-mail: laronin@trinityhealthofne.org",1400813530,"St Mary's Hosp, Dept of Medicine, 56 Franklin St, Waterbury, CT 06706","56 Franklin St, Waterbury, CT 06706","130 Division St, Derby, CT 06418-1499","950 Campbell Ave, West Haven, CT 06516-2700",,"A community program with over 40 years of GME experience, we have a close affiliation with Yale and offer mandatory and optional electives in a university setting.",14,10,10,No,Yes,"Yes , Codes: 1096140P0,1096140C0",No,,-_-,,,No,250,No,No,3,No,Yes,230_230__,Yes,No Answer,Yes,Yes,No Answer,Required,Yes,No,No,11,0,6,0,17,0,36.3,0.4 to 1,50,16,1.5,Yes,Yes,14.5,84.4,0.9,42.7,57.2,N/A,0,Every third night for 2 month(s),0,Every third night for 2 month(s),Not Available,5,15%,10%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$58,903.00",20,NGO,"$61,487.00",20,NGO,"$64,455.00",20,NGO,Yes,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Optional,No,No,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/1401011097,Community-based university affiliated,MedStar Washington Hospital Center,3,3,No,Yes,June,Yes,No,https://www.medstarhealth.org/education/affiliated-hospitals-2/,Not Available,"Sailaja  Pindiprolu
MD
MedStar Washington Hosp Ctr
Dept of Medicine 2A64
110 Irving St NW
Washington, DC 20010
Tel: (202) 877-6749
Fax: (202) 877-6292
E-mail: gaitri.tiwari@medstar.net","Gaitri S Tiwari
BS
MedStar Washington Hosp Ctr
Dept of Med 2A38i
110 Irving St NW
Washington, DC 20010-2975
Tel: (202) 877-8271
Fax: (202) 877-6292
E-mail: gaitri.tiwari@medstar.net",1401011097,"MedStar Washington Hosp Ctr, Dept of Medicine 2A64, 110 Irving St NW, Washington, DC 20010","10980 Grantchester Way, Columbia, MD 21044","110 Irving St NW, Washington, DC 20010","50 Irving St NW, Washington, DC 20422-0269","111 Michigan Ave NW, Washington, DC 20010",Nationally recognized academic medical center. Largest and most comprehensive hospital in the DC region. Fellowships programs in virtually all specialties. Outstanding fellowship and job placement record.,42,28,28,No,Yes,"Yes , Codes: 1800140P0,1800140C0",No,1/15/2021,11/2/2020 - 1/29/2021_11/1/2021 - 1/31/2022,9/1/2021,1/14/2022,Yes,450,No,No,3,No,Yes,200_200__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,Yes,128,0,0,0,128,0,44.5,1.3 to 1,60,16,1.5,No,Yes,13.1,86.8,0.0,29.7,70.2,Every fourth night for 3 month(s),0,Every fourth night for 3 month(s),0,Every fourth night for 3 month(s),Not Available,7,15%,9%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$62,250.00",28,3,"$63,500.00",28,3,"$65,500.00",28,3,No,NGO,NGO,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,Yes,,"3700 N Capital St, Washington, DC 20317","920 Varnum St NW, Washington, DC 20017",,"5454 Wisconsin Ave, Chevy Chase, MD 20871",,,,,,,,
0,https://freida.ama-assn.org/program/1401021091,University-based,MedStar Georgetown University Hospital,3,3,No,Yes,June,Yes,No,https://medicine.georgetown.edu/residency,Not Available,"Sean A Whelton
MD
MedStar Georgetown Univ Hosp
Dept of Medicine 5 PHC
3800 Reservoir Rd NW
Washington, DC 20007
Tel: (202) 444-0366
Fax:
E-mail: wheltosa@gunet.georgetown.edu","Erik A Ross
MHA
MedStar Georgetown Univ Hosp
Dept of Medicine 5 PHC
3800 Reservoir Rd NW
Washington, DC 20007
Tel: (202) 444-8492
Fax: (202) 444-7797
E-mail: erik.a.ross@gunet.georgetown.edu",1401021091,"MedStar Georgetown Univ Hosp, Dept of Medicine 5 PHC, 3800 Reservoir Rd NW, Washington, DC 20007","10980 Grantchester Way, Columbia, MD 21044","3800 Reservoir Rd NW, Washington, DC 20007","50 Irving St NW, Washington, DC 20422-0269","110 Irving St NW, Washington, DC 20010",Medstar Georgetown University Hospital is the primary teaching site for the Georgetown University School of Medicine. University-based training at a nationally recognized academic and research facility with superb fellowship match.,29,29,29,No,No,"Yes , Codes: 1801140C0",No,10/30/2020,10/30/2020 - 1/15/2021_10/20/2021 - 1/15/2022,9/15/2021,10/1/2021,Yes,350,No,No,3,No,Yes,225_230__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",Greater than 600,Required,Yes,No,No,130,20,10,5,140,25,46.1,1.5 to 1,58,16,1.5,Yes,Yes,79.7,11.6,8.5,45.6,54.3,N/A,0,Every fourth night for 1 month(s),NGO,Every fourth night for 1 month(s),NGO,10,30%,8%,Recent data from the American Board of Internal Medicine on cumulative certifying examinations' pass rates can be found at their web site www.abim.org.,"$62,250.00",20,NGO,"$63,200.00",20,NGO,"$65,500.00",20,NGO,Yes,NGO,NGO,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,No,No,Yes,,"10 Center Dr, Bethesda, MD 20892","3300 Gallows Rd, Falls Church, VA 22042-3300",,"1701 N George Mason Dr, Arlington, VA 22205-3698",,,,,,,,
