,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Participant 3,Participant 4,Night float system,,Participant 5,Participant 6,Participant 7,Salary compensation_Year 5,Vacation days_Year 5,Sick days_Year 5,Participant 8,Participant 9,Participant 10,Participant 11,Year 5,Year most taxing schedule And frequency per year_Year 5,Beeper or home call (Weeks/Year)_Year 5
0,https://freida.ama-assn.org/program/0404121137,University-based,Thomas Jefferson University Hospital,4,4,Yes,Yes,"June,July",Yes,No,https://www.jefferson.edu/university/jmc/departments/anesthesiology,Not Available,"James W Heitz
MD
Thomas Jefferson Univ Hosp
Dept of Anesthesiology Ste 8290 Gibbon
111 S 11th St
Philadelphia, PA 19107
Tel: (215) 955-2370
Fax: (215) 955-0677
E-mail: james.heitz@jefferson.edu","Jane R Maugeri
Thomas Jefferson Univ Hosp
Dept of Anesthesiology Ste 8290 Gibbon
111 S 11th St
Philadelphia, PA 19107
Tel: (215) 955-3843
Fax: (215) 955-0677
E-mail: jane.maugeri@jefferson.edu",0404121137,"Thomas Jefferson Univ Hosp, Dept of Anesthesiology Ste 8290 Gibbon, 111 S 11th St, Philadelphia, PA 19107","1025 Walnut St, Philadelphia, PA 19107-5083","111 S 11th St, Philadelphia, PA 19107-5096","1600 Rockland Rd, Wilmington, DE 19899-0269","2301 S Broad St, Philadelphia, PA 19148",,10,15,15,15,No,Yes,"Yes , Codes: 1630040C0","Yes , Codes: 1630040A0",,-_10/26/2020 - 2/25/2021,10/21/2020,2/18/2021,Yes,175,No,No,3,No,No,___,No,No Answer,No,No,No Answer,Not required,Yes,Yes,No,52,0,2,0,54,0,30.7,0.9 to 1,60,24,1.5,Yes,Yes,42.4,9.3,48.1,27.5,72.4,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,Every fifth night for 1 month(s),4,Every fifth night for 1 month(s),4,3,NGO,N/A,"$60,785.00",10,NGO,"$62,776.00",20,NGO,"$65,413.00",20,NGO,"$68,547.00",20,NGO,No answer,NGO,NGO,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404131136,,,4,4,No,Yes,"July,January,Negotiable",Yes,No,https://medicine.temple.edu/departments-centers/clinical-departments/,Not Available,"Abiona  Berkeley
MD, JD
Temple Univ Hosp
Dept of Anesthesiology
3401 N Broad St
Philadelphia, PA 19140
Tel: (215) 707-7022
Fax: (215) 707-8028
E-mail: sharron.copper@tuhs.temple.edu","Sharron  Copper
BS
Temple Univ Hosp
Dept of Anesthesiology
3401 N Broad St
Philadelphia, PA 19140
Tel: (215) 707-7022
Fax:
E-mail: sharron.copper@tuhs.temple.edu",0404131136,"Temple Univ Hosp, Dept of Anesthesiology, 3401 N Broad St, Philadelphia, PA 19140","3401 N Broad St, Philadelphia, PA 19140","34th St & Civic Center Blvd, Philadelphia, PA 19104","3601 A St, Philadelphia, PA 19134","7600 Central Ave, Philadelphia, PA 19111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404121139,University-based,UPMC Presbyterian Shadyside,4,4,No,Yes,"June,July",Yes,No,https://www.anesthesiology.pitt.edu,Not Available,"David G Metro
MD
Univ of Pittsburgh Med Ctr
Dept of Anesthesiology 4th Fl Ste 402
3471 Fifth Ave
Pittsburgh, PA 15213
Tel: (412) 692-4503
Fax: (412) 692-4515
E-mail: healdsn@upmc.edu","Shana M Heald
BS
Univ of Pittsburgh Med Ctr
Dept of Anesthesiology 4th Fl Ste 402
3471 Fifth Ave
Pittsburgh, PA 15213
Tel: (412) 692-4506
Fax: (412) 692-4515
E-mail: healdsn@upmc.edu",0404121139,"Univ of Pittsburgh Med Ctr, Dept of Anesthesiology 4th Fl Ste 402, 3471 Fifth Ave, Pittsburgh, PA 15213","3600 Forbes Ave, Pittsburgh, PA 15213","5230 Centre Ave, Pittsburgh, PA 15232","45th & Penn Ave, Pittsburgh, PA 15201","1400 Locust St, Pittsburgh, PA 15219-5166","We offer exposure to a high volume of diverse cases in a variety of settings including referral-centers, teaching and community hospitals. We provide strong clinical and didactic programs, research, simulator-based training and opportunity for subspecialty fellowships.",20,20,20,17,No,Yes,"Yes , Codes: 1652040C0","Yes , Codes: 1652040A0",11/1/2020,10/29/2020 - 1/21/2021_10/29/2021 - 1/21/2022,9/15/2021,11/1/2021,Yes,215,No,No,3,No,Yes,225___,No,Greater than 245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",Greater than 600,"Desired, with some exceptions",Yes,Yes,Yes,198,0,5,0,203,0,28.2,2.6 to 1,55,24,2,Yes,,95.9,0.5,3.5,29.7,70.2,Every fourth night for 2 month(s),2,Every fourth night for 2 month(s),2,Every fourth night for 2 month(s),2,Once per week for 2 month(s),2,5,3%,N/A,"$59,727.00",15,5,"$61,823.00",15,5,"$63,672.00",15,5,"$65,900.00",15,5,Yes,90,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Optional,No,No,Yes,"300 Halket St, Pittsburgh, PA 15213-3180","University Dr C, Pittsburgh, PA 15240-1001",No,,"815 Freeport Rd, Pittsburgh, PA 15215-3399","200 Mary St, Pittsburgh, PA 15203",,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404132141,,,3,3,No,Yes,July,Yes,No,https://www.ahn.org/,Not Available,"Michael  Dishart
MD
Allegheny General Hosp
Dept of Anesthesiology
320 E North Ave
Pittsburgh, PA 15212
Tel: (412) 359-6241
Fax: (412) 359-8897
E-mail: michael.dishart@ahn.org","Christina  Wolbert
Allegheny General Hosp
Dept of Anesthesiology
320 E North Ave
Pittsburgh, PA 15212
Tel: (412) 359-8191
Fax: (412) 359-8897
E-mail: christina.wolbert@ahn.org",0404132141,"Allegheny General Hosp, Dept of Anesthesiology, 320 E North Ave, Pittsburgh, PA 15212","320 E North Ave, Pittsburgh, PA 15212","320 E North Ave, Pittsburgh, PA 15212-4772","4800 Friendship Ave, Pittsburgh, PA 15224-1793","45th & Penn Ave, Pittsburgh, PA 15201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2570 Haymaker Rd, Monroeville, PA 15146",,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404100207,Community-based university affiliated,Robert Packer Hospital,3,3,No,No,July,Yes,No,https://www.guthrie.org/anesthesiology-residency-program,Not Available,"Burdett R Porter
MD
Guthrie/Robert Packer Hosp
Anesthesiology Pgm
1 Guthrie Sq
Sayre, PA 18840
Tel: (570) 887-6613
Fax:
E-mail: burdett.porter@guthrie.org","Kyle  Williams
BS
Guthrie/Robert Packer Hosp
Anesthesiology Pgm
1 Guthrie Sq
Sayre, PA 18840
Tel: (570) 887-4434
Fax: (570) 887-5569
E-mail: kyle.williams@guthrie.org",0404100207,"Guthrie/Robert Packer Hosp, Anesthesiology Pgm, 1 Guthrie Sq, Sayre, PA 18840","One Guthrie Sq, Sayre, PA 18840","43 New Scotland Ave, Albany, NY 12208","3601 A St, Philadelphia, PA 19134",,"The Guthrie Clinic originated in 1910 when Dr. Donald Guthrie arrived after training with the Mayo brothers. Guthrie Robert Packer Hospital is a rural, tertiary care center with a full spectrum of surgery specialties, giving residents broad exposure to complex and diverse cases.",3,3,3,,"Yes  , 1 year(s)",No,No,"Yes , Codes: 1664040A0",10/20/2020,10/1/2020 - 1/30/2021_10/1/2020 - 1/30/2021,9/1/2020,10/20/2020,Yes,5,No,No,3,No,No,___,No,210-225,No,No,501-540,"Desired, with some exceptions",Yes,No,No,11,1,0,0,11,1,9.0,1.2 to 1,80,24,2,No,Yes,,,,,,Once per week for 10 month(s),0,Two times per week for 12 month(s),0,Two times per week for 12 month(s),Not Available,,,2,8%,0%,,,,"$61,982.00",20,Not Available,"$64,141.00",20,Not Available,"$65,728.00",20,Not Available,Yes,NGO,NGO,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Required,Yes,No,No,,,,(4 wks ),,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404100208,,,4,4,No,Yes,July,Yes,No,https://reading.towerhealth.org/academics/residency-programs/anesthesiology,Not Available,"David A Matson
DO
Tower Health
Anesthesiology Pgm
6th Ave and Spruce St
West Reading, PA 19612
Tel: (484) 628-7070
Fax:
E-mail: david.matson@towerhealth.org","Tina  Figueroa
Tower Health
Anesthesiology Pgm
420 S Fifth Ave
West Reading, PA 19611
Tel: (484) 628-6832
Fax:
E-mail: tina.figueroa@towerhealth.org",0404100208,"Tower Health, Anesthesiology Pgm, 6th Ave and Spruce St, West Reading, PA 19612","420 S 5th Ave, West Reading, PA 19611","6th Ave & Spruce St, West Reading, PA 19612-6052","3601 A St, Philadelphia, PA 19134","Red Lion and Knights Rd, Philadelphia, PA 19114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404221142,,,4,4,No,Yes,July,Yes,No,https://md.rcm.upr.edu/anesthesiology/,Not Available,"Myrna I Morales-Franqui
MD
Univ of Puerto Rico Med Science Campus
Dept of Anesthesiology
GPO Box 365067
San Juan, PR 00936
Tel: (787) 758-0640
Fax: (787) 758-1327
E-mail: myrna.morales1@upr.edu","Licely  Acaron
Univ of Puerto Rico Med Science Campus
Dept of Anesthesiology
GPO Box 365067
San Juan, PR 00936-5067
Tel: (787) 766-2844
Fax: (787) 758-1327
E-mail: licely.acaron@upr.edu",0404221142,"Univ of Puerto Rico Med Science Campus, Dept of Anesthesiology, GPO Box 365067, San Juan, PR 00936","GPO Box 5067, San Juan, PR 00936-5067","PO Box 2116, San Juan, PR 00922","10 Casia St, San Juan, PR 00921-3201","PMB #79 PO Box 70344, San Juan, PR 00936-8344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PO Box 191079, San Juan, PR 00919-1079","PO Box 366528, San Juan, PR 00936",,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404300001,,,3,3,No,No,July,Yes,No,https://www.brown.edu/academics/medical/,Not Available,"Gildasio S De Oliveira
MD, MBA, MS
Rhode Island Hosp
Dept of Anesthesiology
593 Eddy St
Providence, RI 02903
Tel: (401) 606-4286
Fax: (401) 444-5090
E-mail: buarp@lifespan.org","Merrill  Caramagno
Rhode Island Hosp
Davol 129
593 Eddy St
Providence, RI 02903
Tel: (401) 606-4286
Fax: (401) 444-5090
E-mail: buarp@lifespan.org",0404300001,"Rhode Island Hosp, Dept of Anesthesiology, 593 Eddy St, Providence, RI 02903","593 Eddy St, Providence, RI 02903","75 Francis St, Boston, MA 02115","164 Summit Ave, Providence, RI 02906","830 Chalkstone Ave, Providence, RI 02908-4799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404522143,,,4,4,Yes,Yes,July,Yes,No,http://clinicaldepartments.musc.edu/anesthesia/education/residency/,Not Available,"George J Guldan
MD
Med Univ of South Carolina
Ste 301 MSC 912
167 Ashley Ave
Charleston, SC 29425
Tel: (843) 792-2322
Fax:
E-mail: guldan@musc.edu","Susan  Watson
MBA
Med Univ of South Carolina
Ste 301 MSC 912
167 Ashley Ave
Charleston, SC 29425
Tel: (843) 792-4316
Fax:
E-mail: watsons@musc.edu",0404522143,"Med Univ of South Carolina, Ste 301 MSC 912, 167 Ashley Ave, Charleston, SC 29425","169 Ashley Ave, Charleston, SC 29425","171 Ashley Ave, Charleston, SC 29425-0950","109 Bee St, Charleston, SC 29401-5799",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404500144,,,4,4,No,Yes,July,Yes,No,https://mygrandstrandhealth.com/,Not Available,"Michael B Pesce
MD, JD
Grand Strand Med Ctr
Anesthesiology Pgm
809 82nd Pkwy
Myrtle Beach, SC 29572
Tel: (843) 692-4544
Fax: (843) 692-1122
E-mail: elaine.iwachiw@hcahealthcare.com","Elaine  Iwachiw
BS
Grand Strand Med Ctr
Anesthesiology Pgm
809 82nd Pkwy
Myrtle Beach, SC 29572
Tel: (843) 692-4544
Fax:
E-mail: elaine.iwachiw@hcahealthcare.com",0404500144,"Grand Strand Med Ctr, Anesthesiology Pgm, 809 82nd Pkwy, Myrtle Beach, SC 29572","809 82nd Pkwy, Myrtle Beach, SC 29572","PO Box 23089, Savannah, GA 31404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404711144,University-based,University of Tennessee Graduate School of Medicine,4,4,No,Yes,July,Yes,No,http://gsm.utmck.edu/anesthesiology/residency.cfm,Not Available,"Patrick O McConville
MD
Univ of Tennessee Graduate Sch of Med
Box U-109
1924 Alcoa Hwy
Knoxville, TN 37920-6999
Tel: (865) 305-9220
Fax: (865) 305-9216
E-mail: pmcconvi@utmck.edu","Brandie  Miracle
MA
Univ of Tennessee Graduate Sch of Med
Box U109
1924 Alcoa Hwy
Knoxville, TN 37920-6999
Tel: (865) 305-9220
Fax: (865) 305-9216
E-mail: bsmiracle@utmck.edu",0404711144,"Univ of Tennessee Graduate Sch of Med, Box U-109, 1924 Alcoa Hwy, Knoxville, TN 37920-6999","1924 Alcoa Hwy, Knoxville, TN 37920-6999","1161 21st Ave S, Nashville, TN 37232-2104","1924 Alcoa Hwy, Knoxville, TN 37920-6999",,"The innovative aspect of our education in perioperative medicine hinges on our belief that the future of anesthesiology leadership will be defined by both clinical and management abilities. Thus, our curriculum incorporates teaching from the UTK Physician Executive MBA program faculty, including education in LEAN processes, financial reporting and management skills.",8,8,8,8,No,No,"Yes , Codes: 1839040C0",No,11/30/2020,10/26/2020 - 12/18/2020_10/25/2021 - 12/17/2021,9/15/2021,11/30/2021,Yes,119,No,No,3,No,Yes,225___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,33,2,3,0,36,2,18.1,1.0 to 1,58,16,1.5,Yes,Yes,100.0,0.0,0.0,29.0,70.9,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,Every fourth night for 1 month(s),0,Every fourth night for 2 month(s),Not Available,5,8%,N/A,"$50,523.00",15,5,"$52,069.00",15,5,"$53,989.00",15,5,"$56,102.00",15,5,No answer,20,Not Available,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Optional,No,No,Yes,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404700202,,,4,4,No,Yes,July,Yes,No,https://www.uthsc.edu/anesthesiology/,Not Available,"Joy  Steadman
MD
Regional Med Ctr Memphis
Chandler Bldg Ste 600
877 Jefferson Ave
Memphis, TN 38138
Tel: (901) 448-5988
Fax: (901) 448-5540
E-mail: joy.steadman@uthsc.edu","Haley  Smith
BS
Le Bonheur Children's Hosp
Ste 131
49 N Dunlap St
Memphis, TN 38103
Tel: (901) 287-5584
Fax:
E-mail: hgeabhar@uthsc.edu",0404700202,"Regional Med Ctr Memphis, Chandler Bldg Ste 600, 877 Jefferson Ave, Memphis, TN 38138","910 Madison Ave, Memphis, TN 38163","877 Jefferson Ave, Memphis, TN 38103-9999","1265 Union Ave, Memphis, TN 38104","50 N Dunlap Ave, Memphis, TN 38103-2893",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1030 Jefferson Ave, Memphis, TN 38104","262 Danny Thomas Pl, Memphis, TN 38105",,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404711146,University-based,Vanderbilt University Medical Center,4,4,No,Yes,July,Yes,No,http://www.vandydreamteam.com,Not Available,"Brian J Gelfand
MD
Vanderbilt Univ Med Ctr
2301 VUH
1211 Medical Center Dr
Nashville, TN 37232
Tel: (615) 936-1830
Fax: (615) 936-3412
E-mail: brian.j.gelfand@vumc.org","Robin  Snyder
Vanderbilt Univ Med Ctr
Dept of Anesthesiology 2301 VUH
1211 Medical Center Dr
Nashville, TN 37232-7237
Tel: (615) 936-1830
Fax: (615) 936-3412
E-mail: robin.snyder@vumc.org",0404711146,"Vanderbilt Univ Med Ctr, 2301 VUH, 1211 Medical Center Dr, Nashville, TN 37232","1161 21st Ave S, Nashville, TN 37232-2104","1310 24th Ave S, Nashville, TN 37212-2637","2009 Mallory Ln, Franklin, TN 37067",,,18,18,18,18,No,No,"Yes , Codes: 1702040C0",No,10/30/2020,11/23/2020 - 1/29/2021_11/1/2021 - 1/10/2022,9/13/2021,10/11/2021,No,158,No,No,3,No,Yes,220___,No,236-245,Yes,No,No Answer,Required,Yes,No,No,123,21,14,0,137,21,35.7,1.8 to 1,65,24,1,Yes,Yes,91.5,0.0,8.4,49.0,50.9,N/A,0,Every third night for 4 week(s),4,Every third night for 8 week(s),6,N/A,6,3,8%,8%,"$58,736.00",15,12,"$60,497.00",15,12,"$63,219.00",15,12,"$66,065.00",15,12,No answer,NGO,NGO,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Optional,Yes,Yes,Yes,,,,,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404821147,University-based,University of Texas Southwestern Medical Center,4,4,No,Yes,July,Yes,No,http://www.utswanesthesia.org/,Not Available,"Aditee  Ambardekar
MD, MEd
Univ of Texas Southwestern Med Ctr
Dept of Anesthesiology
5323 Harry Hines Blvd
Dallas, TX 75230-9068
Tel: (214) 648-7837
Fax:
E-mail: anesresidency@utsouthwestern.edu","Rebecca  Davis
Univ of Texas Southwestern Med Ctr
Dept of Anesthesiology
5323 Harry Hines Blvd
Dallas, TX 75390-9068
Tel: (214) 648-7837
Fax: (214) 648-7660
E-mail: anesresidency@utsouthwestern.edu",0404821147,"Univ of Texas Southwestern Med Ctr, Dept of Anesthesiology, 5323 Harry Hines Blvd, Dallas, TX 75230-9068","5323 Harry Hines Blvd, Dallas, TX 75390-9002","6201 Harry Hines Blvd, Dallas, TX 75235-0001","4500 S Lancaster Rd, Dallas, TX 75216","3500 Gaston Ave, Dallas, TX 75246","UTSW is the only anesthesiology residency in Dallas/Fort Worth; we rotate at eight different hospital sites, all within Dallas. We see not only a large volume of challenging anesthesia cases, but we have a wide variety of didactic teaching modalities.",17,22,20,21,No,Yes,"Yes , Codes: 2835040C0,2835040R0",Yes,11/30/2020,11/1/2020 - 2/15/2021_11/1/2021 - 2/15/2022,10/1/2021,11/30/2021,Yes,200,No,No,3,No,No,___,No,No Answer,No,No,No Answer,"Desired, with some exceptions",No,No,No,147,0,11,0,158,0,40.8,1.9 to 1,57,24,1.5,Yes,,94.0,1.7,4.2,30.7,69.2,N/A,0,Every fourth night for 4 month(s),8,Every fourth night for 4 month(s),32,Every fourth night for 4 month(s),32,5,NGO,N/A,"$58,199.00",15,10,"$60,122.00",15,10,"$62,570.00",15,10,"$65,070.00",15,10,No,60,NGO,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Optional,Yes,Yes,Yes,"1935 Medical District Dr, Dallas, TX 75235","5201 Harry Hines Blvd, Dallas, TX 75235",No,,"1441 N Beckley Ave, Dallas, TX 75265-5999","5323 Harry Hines Blvd, Dallas, TX 75390",,,,,,,,,,,
0,https://freida.ama-assn.org/program/0404821091,,,4,4,No,No,July,Yes,Yes,https://www.bamc.health.mil/saushec/,Not Available,"Dale C Capener
MD
Brooke Army Med Ctr
Bldg 3600
3551 Roger Brooke Dr
Ft Sam Houston, TX 78234
Tel: (210) 916-8666
Fax:
E-mail: tracy.l.gruber.civ@mail.mil","Tracy L Gruber
Brooke Army Med Ctr
Bldg 3600
3551 Roger Brooke Dr
Ft Sam Houston, TX 78234
Tel: (210) 916-8666
Fax: (210) 916-8712
E-mail: tracy.l.gruber.civ@mail.mil",0404821091,"Brooke Army Med Ctr, Bldg 3600, 3551 Roger Brooke Dr, Ft Sam Houston, TX 78234","2200 Bergquist Dr, Lackland AFB, TX 78236-5300","3851 Roger Brooke Dr, Fort Sam Houston, TX 78234-6200","3533 S Alameda Ave, Corpus Christi, TX 78466-6530","6565 Fannin St, Houston, TX 77030-9979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2200 Bergquist Dr, Lackland AFB, TX 78236-5300","5323 Harry Hines Blvd, Dallas, TX 75390-9002",,,"3500 Gaston Ave, Dallas, TX 75246","7703 Floyd Curl Dr, San Antonio, TX 78229-3900","7700 Floyd Curl Dr, San Antonio, TX 78229",,,,,,,,,,
