,Link,Program best described as,Primary teaching site,Accredited length of training,Required length,Accepting applications for training that begins in 2021-2022,Will be accepting applications for training that begins in 2022-2023,Program start dates,Participates in ERAS®,Affiliated with U.S. government,Web Address,Video,Program director,Person to contact for more information about the program,ID,Location,Sponsor,Participant 0,Participant 1,Participant 2,Intro,Year 1,Year 2,Year 3,Year 4,Requires previous GME,Offers preliminary positions,Participates in the Main Match of the National Resident Matching Program (NRMP),Participates in the Advanced or Fellowship Match of the National Resident Matching Program (NRMP),Latest date for applications for 2021-2022,Interview period,Earliest date for applications for 2022-2023,Latest date for applications for 2022-2023,Applicants may interview remotely via video conferencing,Interviews conducted last year for first year positions,Participates in San Francisco match,Participates in another matching program,Required letters of recommendation,Osteopathic Recognition and/or is accredited by the ACGME and the AOA,Step 1 required,Minimum score,Step 2 required,Average Step 1 score (range) of current residents/fellows,Level 1 required,Level 2 required,Average Level 1 score (range) of current residents/fellows,"To be considered by this program, passing Step 2 CS or Level 2 PE on the 1st try is:",J-1 visa sponsorship through ECFMG,H-1B visa,F-1 visa (OPT 1st year),Full-time paid_Physician,Full-time paid_Non-physician,Part-time paid_Physician,Part-time paid_Non-physician,Total_Physician,Total_Non-physician,Percentage of full-time paid female physician faculty,Ratio of full-time equivalent paid faculty to positions,"Avg. hrs/wk on duty during first year (including patient care, all call, night float, research, conferences, etc)",Maximum consecutive hours on duty during first year (excluding beeper call),Average number of 24-hour off duty periods per week during first year,Program allows moonlighting (beyond GY1),Night float system (Residents participate during first year),% USMD,% IMG,% DO,% Female,% Male,Year most taxing schedule And frequency per year_Year 1,Beeper or home call (Weeks/Year)_Year 1,Year most taxing schedule And frequency per year_Year 2,Beeper or home call (Weeks/Year)_Year 2,Year most taxing schedule And frequency per year_Year 3,Beeper or home call (Weeks/Year)_Year 3,Year most taxing schedule And frequency per year_Year 4,Beeper or home call (Weeks/Year)_Year 4,Avg hours/week of scheduled structured didactic activities,Training at hospital outpatient clinics during 1st year,"Training during 1st year in ambulatory non-hospital community-based settings, e.g., physician offices, community clinics",Salary compensation_Year 1,Vacation days_Year 1,Sick days_Year 1,Salary compensation_Year 2,Vacation days_Year 2,Sick days_Year 2,Salary compensation_Year 3,Vacation days_Year 3,Sick days_Year 3,Salary compensation_Year 4,Vacation days_Year 4,Sick days_Year 4,Salary paid by a non-profit institution,Maximum number of paid days for family/medical leave,Maximum number of unpaid days for family/medical leave,Part-time/shared schedule positions,On-site child care,Subsidized child care,Moving allowance,Salary advance for moving or other expenses,Housing stipend,Free parking,On-call meal allowance,"iPads, tablets, etc., or technology allowance","Placement assistance upon completion of program into practice, fellowship or academia",Policy prohibits hiring smokers/users of nicotine products,Offers additional training or educational experience beyond accredited length,Offers a primary care track,Offers a rural track,Offers a women's health track,Offers a hospitalist track,Offers a research track/nonaccredited fellowship track,Offers an academic or clinician educator track,Offers another track,Patient surveys,Portfolio system,Objective structured clinical examinations (OSCE),Major medical insurance for residents,Major medical insurance for dependents,Major medical insurance for domestic partners,Outpatient mental health insurance,Inpatient mental health insurance,Group life insurance,Dental insurance,Disability insurance,Disability insurance for occupationally-acquired HIV,Medical insurance coverage begins,Integrative medicine curriculum,Formal mentoring program,"Curriculum to develop health systems leadership skills (e.g., QI project leadership, community/organizational advocacy)",Formal program to develop teaching skills,Formal program to foster interprofessional teamwork,Instruction in medical Spanish or other non-English language,Alternative/complementary medicine curriculum,Economics of health care systems curriculum,Debt management/financial counseling,Academic support for USMLE Step 3 preparation,International experience/global health,Resident/fellow retreats,Off-campus electives,Hospice/home care experience,"MPH, MBA, PhD or other advanced degree training",Research rotation,Aggregate resident Milestone achievements,Graduates’ board certification pass rates,"Performance-based assessment scores (e.g. OSCE, patient or computer simulations)",Night float system,,Participant 3,Participant 4,Participant 5,Participant 6,No,Yes,Participant 7,Participant 8,Participant 9,Participant 10,Participant 11
0,https://freida.ama-assn.org/program/2202421128,University-based,Tufts Medical Center,4,4,No,Yes,June,Yes,No,http://www.tuftsmedicalcenter.org/obgynresidency,Not Available,"Alison B Vogell
MD
Tufts Med Ctr
Dept of Ob/Gyn Box 022
800 Washington St
Boston, MA 02111
Tel: (617) 636-0265
Fax: (617) 636-8315
E-mail: avogell@tuftsmedicalcenter.org","Jennifer  Higgins-Spiers
MA
Tufts Med Ctr
Dept of Ob/Gyn Box 022
800 Washington St
Boston, MA 02111
Tel: (617) 636-0265
Fax: (617) 636-8315
E-mail: tuftsmcobeducation@tuftsmedicalcenter.org",2202421128,"Tufts Med Ctr, Dept of Ob/Gyn Box 022, 800 Washington St, Boston, MA 02111","800 Washington St, Boston, MA 02111","115 Lincoln St, Framingham, MA 01702","41 Mall Rd, Burlington, MA 01805","736 Cambridge St, Boston, MA 02135-1111",,6,5,5,5,No,Yes,"Yes , Codes: 1263220C0",No,10/23/2020,12/2/2020 - 12/15/2020_12/1/2021 - 12/13/2021,9/15/2021,10/1/2021,No,105,No,No,3,No,Yes,220_230__,Yes,No Answer,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Required,Yes,No,No,18,0,3,0,21,0,72.2,0.9 to 1,72,16,2,No,Yes,90.4,9.5,0.0,96.8,3.1,Every fourth night for 52 week(s),0,Once per week for 52 week(s),0,Every fourth night for 42 week(s),10,Once per week for 52 week(s),Not Available,6,10%,N/A,"$61,375.00",15,12,"$63,690.00",15,12,"$66,680.00",15,12,"$69,820.00",15,12,No answer,NGO,NGO,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,No,Yes,,,"1055 Commonwealth Ave, Boston, MA 02215",,,,,,,,,,
0,https://freida.ama-assn.org/program/2202411123,University-based,Beth Israel Deaconess Medical Center,4,4,No,Yes,June,Yes,No,https://www.bidmc.org/medical-education/medical-education-by-department/,Not Available,"Brett C Young
MD
Beth Israel Deaconess Med Ctr
E/KS 3
330 Brookline Ave
Boston, MA 02215
Tel: (617) 667-2285
Fax: (617) 667-0842
E-mail: eweir@bidmc.harvard.edu","Elise  Weir
Beth Israel Deaconess Med Ctr
E/KS 3
330 Brookline Ave
Boston, MA 02215
Tel: (617) 667-2285
Fax: (617) 667-0842
E-mail: eweir@bidmc.harvard.edu",2202411123,"Beth Israel Deaconess Med Ctr, E/KS 3, 330 Brookline Ave, Boston, MA 02215","330 Brookline Ave, Boston, MA 02215","330 Mount Auburn St, Cambridge, MA 02238",,,Visit our website at: https://www.bidmc.org/medical-education/medical-education-by-department/obstetrics-and-gynecology/residency,6,6,6,6,No,No,"Yes , Codes: 1256220C0",No,10/21/2020,12/8/2020 - 1/5/2021_-,9/15/2021,,Yes,80,No,No,3,No,Yes,215_215__465,Yes,236-245,Yes,Yes,No Answer,"Desired, with some exceptions",Yes,Yes,Yes,134,29,10,4,144,33,72.3,5.7 to 1,80,16,1,No,Yes,100.0,0.0,0.0,91.6,8.3,Every seventh night for 12 month(s),0,Every seventh night for 12 month(s),0,Every seventh night for 12 month(s),0,Every seventh night for 12 month(s),Not Available,4,25%,5%,"$66,700.00",21,5,"$70,000.00",28,5,"$73,000.00",28,5,"$76,700.00",28,5,Yes,NGO,NGO,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,,(8 wks ),,,,,,,,,,,
0,https://freida.ama-assn.org/program/2202411125,University-based,Brigham and Women's Hospital,4,4,No,Yes,June,Yes,No,http://www.partnersobgynres.org,Not Available,"Amy R Stagg
MD
Brigham and Women's Hosp
ASB1-3-078
75 Francis St
Boston, MA 02115
Tel: (617) 732-7801
Fax:
E-mail: obgynresidency@partners.org","Yara  Nunez
Brigham and Women's Hosp
ASB1-3-078
75 Francis St
Boston, MA 02115
Tel: (617) 732-7801
Fax: (617) 730-2833
E-mail: obgynresidency@partners.org",2202411125,"Brigham and Women's Hosp, ASB1-3-078, 75 Francis St, Boston, MA 02115","75 Francis St, Boston, MA 02115","300 Longwood Ave, Boston, MA 02115-5737","55 Fruit St, Boston, MA 02114","2014 Washington St, Newton, MA 02162",,11,11,11,11,No,No,"Yes , Codes: 1265220C0",No,10/23/2020,11/20/2020 - 12/4/2020_-,9/15/2021,10/1/2021,No,110,No,No,3,No,Yes,210_210__,Yes,236-245,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,Yes,No,90,20,45,0,135,20,66.6,2.5 to 1,72,24,1.5,No,Yes,96.1,3.8,0.0,83.2,16.7,Every sixth night for 5 week(s),0,Every fourth night for 5 week(s),0,Every eighth night for 6 month(s),NGO,Every eighth night for 6 month(s),NGO,5,20%,10%,"$66,500.00",15,NGO,"$69,200.00",20,NGO,"$72,000.00",20,NGO,"$75,000.00",20,NGO,No answer,NGO,NGO,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,"Available, Not Paid By Institution",When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,,(5 wks ),"1153 Centre St, Boston, MA 02130",,,,,,,,,,
0,https://freida.ama-assn.org/program/2202412129,University-based,UMMS-Baystate,4,4,No,Yes,June,Yes,No,https://www.baystatehealth.org/education-research/education/residencies/,Not Available,"Donald E Kirton
MD
Baystate Med Ctr
Dept of Ob/Gyn
759 Chestnut St
Springfield, MA 01199
Tel: (413) 794-5086
Fax: (413) 794-8166
E-mail: donald.kirton@baystatehealth.org","Tanya Vancini Dorman
BS
Baystate Med Ctr
Dept of Ob/Gyn
759 Chestnut St
Springfield, MA 01199
Tel: (413) 794-5321
Fax: (413) 794-8166
E-mail: tanya.dorman@baystatehealth.org",2202412129,"Baystate Med Ctr, Dept of Ob/Gyn, 759 Chestnut St, Springfield, MA 01199","759 Chestnut St, Springfield, MA 01199","3550 Main St, Springfield, MA 01107",,,"Baystate is an independent academic medical center with a large generalist faculty group, a midwifery practice, and every sub-specialty in one location. We have a top-notch simulation center and our residents have received FLS certification since 2011. We have the training and wherewithal to ensure our graduates are confident and competent to meet their career goals. We constantly strive to improve with innovative curriculum and inter-professional education.",6,6,6,6,No,No,"Yes , Codes: 1286220C0",No,12/31/2020,11/2/2020 - 12/18/2020_11/1/2021 - 12/31/2021,9/15/2021,12/31/2021,Yes,72,No,No,3,No,Yes,215_230_540_550,Yes,226-235,Yes,Yes,541-600,Required,Yes,No,No,25,15,4,0,29,15,72.0,1.1 to 1,72,16,1.5,Yes,Yes,44.4,12.5,38.8,88.8,11.1,Two times per week for 9 month(s),0,Two times per week for 9 month(s),0,Two times per week for 9 month(s),0,Two times per week for 9 month(s),Not Available,8,30%,N/A,"$63,900.00",20,5,"$66,100.00",20,5,"$69,000.00",20,5,"$72,200.00",20,5,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Optional,Yes,No,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2202421130,University-based,UMass Memorial Health Care (Memorial Campus),4,4,No,Yes,July,Yes,No,http://www.umassmed.edu/obgyn,Not Available,"Tara N Kumaraswami
MD, MPH
UMass Memorial Med Ctr
Dept of Ob/Gyn J2
119 Belmont St
Worcester, MA 01605
Tel: (508) 334-8459
Fax: (508) 334-5371
E-mail: tara.kumaraswami@umassmemorial.org","Sherly  Previl
BS
UMass Memorial Med Ctr
Dept of Ob/Gyn J2
119 Belmont St
Worcester, MA 01605
Tel: (508) 334-6690
Fax: (508) 334-5371
E-mail: sherly.previl@umassmemorial.org",2202421130,"UMass Memorial Med Ctr, Dept of Ob/Gyn J2, 119 Belmont St, Worcester, MA 01605","55 Lake Ave N, Worcester, MA 01655","119 Belmont St, Worcester, MA 01605-2982","123 Summer St, Worcester, MA 01608","55 Lake Ave N, Worcester, MA 01655","Academic program emphasizes resident input/collaboration, teaching innovation, surgical exposure. Simulation/surgical/laparoscopic skills training; journal club review of EBM; leadership/educational skills.",5,5,5,6,No,No,"Yes , Codes: 3050220C0",No,10/21/2020,11/18/2020 - 12/30/2020_11/3/2021 - 12/15/2021,9/15/2021,11/1/2021,Yes,75,No,No,3,No,No,_226_420_541,Yes,226-235,Yes,Yes,541-600,"Desired, with some exceptions",Yes,No,Yes,29,8,0,0,29,8,79.3,1.3 to 1,75,24,1.2,No,Yes,95.0,1.6,3.3,88.3,11.6,Once per week for 7 month(s),0,Once per week for 10 month(s),0,Once per week for 11 month(s),0,Once per week for 11 month(s),Not Available,5,20%,N/A,"$61,525.00",15,15,"$63,833.00",15,15,"$66,961.00",15,15,"$69,714.00",15,15,Yes,60,60,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,"Available, Not Paid By Institution",Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Not Available,More than 30 days of starting program,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,No,,,"281 Lincoln St, Worcester, MA 01605",,,,,,,,,,
0,https://freida.ama-assn.org/program/2202300355,Community-based university affiliated,Anne Arundel Medical Center,4,4,No,Yes,July,Yes,No,https://www.aahs.org/For-Health-Care-Professionals/Residents-and-Fellows/,Not Available,"Janifer S Tropez-Martin
MD, MPH
Anne Arundel Med Ctr
Ob/Gyn Pgm
2001 Medical Pkwy
Annapolis, MD 21401
Tel: (443) 481-5543
Fax: (443) 924-2727
E-mail: ljoy1@aahs.org","Lindsay  Joy
MA
Anne Arundel Med Ctr
Ob/Gyn Pgm
2001 Medical Pkwy
Annapolis, MD 21401
Tel: (443) 481-5543
Fax:
E-mail: ljoy1@aahs.org",2202300355,"Anne Arundel Med Ctr, Ob/Gyn Pgm, 2001 Medical Pkwy, Annapolis, MD 21401","2001 Medical Pkwy, Annapolis, MD 21401","130 Lubrano Dr, Annapolis, MD 21401","330 N Howard St, Baltimore, MD 21201","9601 Blackwell Rd, Rockville, MD 20850","As the second busiest hospital in the state of Maryland, our OB/GYN residency program offers a large clinical volume and diversity of cases. Our program focuses on your education to include: weekly, protected, educational time for conferences including M&M, CREOG curriculum, and simulation, and a GME series that rotates curricula in research, bioethics/medical humanities, well-being and quality/patient safety.",4,4,4,4,No,No,"Yes , Codes: 1942220C0",No,11/1/2020,11/17/2020 - 1/22/2021_11/17/2021 - 1/22/2022,10/21/2021,11/1/2021,Yes,100,No,No,3,No,Yes,220_220_550_550,Yes,210-225,Yes,Yes,501-540,Required,Yes,No,Yes,0,0,0,0,0,0,,0.0 to 1,72,24,1,No,Yes,,,,,,N/A,0,N/A,0,N/A,0,N/A,Not Available,6,20%,5%,"$56,237.00",20,Not Available,"$58,988.00",20,Not Available,"$61,705.00",20,Not Available,"$64,242.00",20,Not Available,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Required,Yes,Yes,Yes,,(14 wks ),"258 San Jorge St, San Juan, PR 00912",,,,,,,,,,
0,https://freida.ama-assn.org/program/2202312118,Community-based,Sinai Hospital of Baltimore,4,4,No,Yes,July,Yes,No,http://www.lifebridgehealth.org,Not Available,"Phyllis  Lawani
MD, MBA
Sinai Hosp of Baltimore
Blaustein Bldg 1st Fl
2401 W Belvedere Ave
Baltimore, MD 21215
Tel: (410) 601-9197
Fax:
E-mail: plawani@lifebridgehealth.org","Mary  Kennedy
Sinai Hosp of Baltimore
Dept of Ob/Gyn
2401 W Belvedere Ave
Baltimore, MD 21215-5271
Tel: (410) 601-9197
Fax:
E-mail: mkennedy@lifebridgehealth.org",2202312118,"Sinai Hosp of Baltimore, Blaustein Bldg 1st Fl, 2401 W Belvedere Ave, Baltimore, MD 21215","2401 W Belvedere Ave, Baltimore, MD 21215-5271","600 N Wolfe St, Baltimore, MD 21287-1629",,,"The program equips graduates with the medical knowledge and surgical skills to be outstanding providers of women's health care. Structured didactics, medical students, and devoted faculty provide a strong academic influence, and residents care for a diverse, underserved population. In addition to continuity clinic, outpatient experience includes high risk obstetrics sessions and group prenatal care. Elective rotations are tailored to individual interests and can include time abroad.",4,4,4,4,No,No,"Yes , Codes: 1249220C0",No,11/1/2020,11/5/2020 - 12/31/2020_11/4/2021 - 12/31/2021,9/1/2021,11/1/2021,Yes,80,No,No,3,No,Yes,215_215_550_550,Yes,210-225,Yes,Yes,No Answer,Required,No,No,No,13,2,11,0,24,2,53.8,1.1 to 1,64,24,1,No,Yes,35.4,29.1,35.4,77.0,22.9,Other for 12 month(s),0,Other for 12 month(s),0,Other for 12 month(s),0,Other for 12 month(s),Not Available,6,10%,N/A,"$56,241.00",15,7,"$58,443.00",15,7,"$60,684.00",15,7,"$62,971.00",15,7,No answer,NGO,NGO,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Optional,Yes,Yes,No,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2202321114,University-based,Johns Hopkins Hospital,4,4,No,Yes,July,Yes,No,http://www.hopkinsmedicine.org/gynob-residency,Not Available,"Betty  Chou
MD
Johns Hopkins Hosp
Phipps 280
600 N Wolfe St
Baltimore, MD 21287
Tel: (410) 955-6710
Fax: (410) 502-6683
E-mail: bchou1@jhmi.edu","Trisha A Arbella
Johns Hopkins Hosp
Phipps 279
600 N Wolfe St
Baltimore, MD 21287
Tel: (410) 955-6710
Fax: (410) 502-6683
E-mail: tarbella@jhmi.edu",2202321114,"Johns Hopkins Hosp, Phipps 280, 600 N Wolfe St, Baltimore, MD 21287","720 Rutland Ave, Baltimore, MD 21205-2196","600 N Wolfe St, Baltimore, MD 21287-1629","4940 Eastern Ave, Baltimore, MD 21224","6701 N Charles St, Baltimore, MD 21204-6808",,9,9,9,9,No,No,"Yes , Codes: 1242220C0",No,10/1/2020,11/20/2020 - 12/18/2020_11/6/2021 - 12/17/2021,9/15/2021,10/1/2021,Yes,90,No,No,3,No,Yes,200___,No,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,Not required,Yes,No,No,47,4,12,0,59,4,53.1,1.4 to 1,80,16,1,No,Yes,97.2,2.7,0.0,83.3,16.6,Once per week for 12 month(s),0,Once per week for 12 month(s),0,Two times per week for 12 month(s),0,Two times per week for 12 month(s),Not Available,4,30%,N/A,"$54,940.00",15,90,"$57,257.00",20,90,"$60,014.00",20,90,"$62,525.00",20,90,No answer,90,Not Available,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Fully Paid by Institution,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Not Available,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Optional,No,No,No,,,"5755 Cedar Lane, Columbia, MD 21044",,,,,,,,,,
0,https://freida.ama-assn.org/program/2202321121,University-based,University of Maryland Program,4,4,No,Yes,July,Yes,No,http://www.umm.edu/obgynresidency,Not Available,"May H Blanchard
MD
Univ of Maryland Med System
Dept of Ob/Gyn
22 S Greene St
Baltimore, MD 21201
Tel: (410) 328-5959
Fax: (410) 328-0279
E-mail: mblanchard@som.umaryland.edu","Beth R Singer
MS
Univ of Maryland Med System
Dept of Ob/Gyn
22 S Greene St
Baltimore, MD 21201
Tel: (410) 328-5959
Fax: (410) 328-0279
E-mail: bsinger@umm.edu",2202321121,"Univ of Maryland Med System, Dept of Ob/Gyn, 22 S Greene St, Baltimore, MD 21201","22 S Greene St, Baltimore, MD 21201-1595","301 St Paul Pl, Baltimore, MD 21201-2165","10 N Greene St, Baltimore, MD 21201-1524",,Resident education is the top priority of faculty at the University of Maryland. Weekly resident education sessions are protected by faculty coverage. Obstetric and gynecologic simulation are integrated into didactics.,7,8,7,7,No,No,"Yes , Codes: 1252220C0",No,11/1/2020,11/20/2020 - 12/18/2020_11/12/2021 - 12/17/2021,9/15/2021,11/1/2021,Yes,89,No,No,3,No,Yes,220_220__,Yes,226-235,"No, require USMLE scores for all applicants","No, require USMLE scores for all applicants",No Answer,"Desired, with some exceptions",Yes,No,No,18,21,2,0,20,21,61.1,0.6 to 1,70,24,1,No,Yes,96.3,0.0,3.6,83.1,16.8,Other for 4 week(s),0,Other for 7 week(s),0,Other for 7 week(s),0,Other for 4 week(s),Not Available,5,10%,N/A,"$55,961.00",15,15,"$58,699.00",15,15,"$61,403.00",15,15,"$63,927.00",15,15,Yes,NGO,NGO,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,When resident/fellow starts program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Optional,Yes,Yes,Yes,,,,,,,,,,,,,
0,https://freida.ama-assn.org/program/2201021354,,,4,4,No,Yes,"June,July,August,Negotiable",No,Yes,https://tricare.mil/mtf/WalterReed/Health-Services/M_S/OB-GYN,Not Available,"Rhiana D Saunders
MD
Uniformed Services Univ of Health Sciences
Dept of Ob/Gyn
4301 Jones Bridge Rd
Bethesda, MD 20814
Tel: (301) 295-6860
Fax: (301) 295-1988
E-mail: rhinana.d.saunders.mil@mail.mil","Loretta M Neal
Uniformed Services Univ of Health Sciences
Dept of Ob/Gyn
4301 Jones Bridge Rd
Bethesda, MD 20814
Tel: (301) 295-2045
Fax: (301) 295-1988
E-mail: loretta.neal@usuhs.edu",2201021354,"Uniformed Services Univ of Health Sciences, Dept of Ob/Gyn, 4301 Jones Bridge Rd, Bethesda, MD 20814","4301 Jones Bridge Rd, Bethesda, MD 20814-4799","110 Irving St NW, Washington, DC 20010","8901 Rockville Pike, Bethesda, MD 20889-5600","9901 Medical Center Dr, Rockville, MD 20850-3395",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1275 York Ave, New York, NY 10021","1701 N George Mason Dr, Arlington, VA 22205-3698",,,,,,,,,
0,https://freida.ama-assn.org/program/2202211111,Community-based university affiliated,Maine Medical Center,4,4,No,Yes,July,Yes,No,https://mainehealth.org/maine-medical-center/education-research/,Not Available,"Jason  Lachance
MD
Maine Med Ctr
Dept of Ob/Gyn
22 Bramhall St
Portland, ME 04102
Tel: (207) 662-2749
Fax: (207) 662-6252
E-mail: kricker@mmc.org","Korina P Ricker
Maine Med Ctr
Dept of Ob/Gyn
22 Bramhall St
Portland, ME 04102
Tel: (207) 662-2749
Fax: (207) 662-6252
E-mail: kricker@mmc.org",2202211111,"Maine Med Ctr, Dept of Ob/Gyn, 22 Bramhall St, Portland, ME 04102","22 Bramhall St, Portland, ME 04102-3175",,,,"Academic program with high clinical volume and great experience with over 35 generalists and subspecialists including gynecologic oncology, perinatology, urogynecology, and reproductive endocrinology. Beautiful Maine setting.",4,4,4,4,No,No,"Yes , Codes: 1236220C0",No,11/1/2020,-_-,,,No,50,No,No,3,No,Yes,200___,No,No Answer,"No, require USMLE scores for all applicants",No,No Answer,"Desired, with some exceptions",Yes,No,No,19,2,5,0,24,2,57.8,1.3 to 1,62,16,1,Yes,Yes,87.5,0.0,12.5,97.9,2.0,Every eleventh night or more for 10 month(s),0,Every eleventh night or more for 10 month(s),0,Every eleventh night or more for 10 month(s),0,Every eleventh night or more for 10 month(s),Not Available,5,20%,5%,"$60,155.00",21,5,"$62,777.00",21,5,"$66,020.00",21,5,"$68,814.00",21,5,No answer,5,NGO,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Resident Shares Cost,Resident Shares Cost,Not Available,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Resident Shares Cost,Fully Paid by Institution,Fully Paid by Institution,Within 30 days of starting program,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Required,No,No,Yes,,(4 wks ),,,,,,,,,,,
