,State,City,Blank,Program name,ID,Status,ERAS link
17,FL,Tampa,,University of South Florida Morsani (James A Haley Veterans Hospital) Program,3401113106,Participating,http://health.usf.edu/medicine/neurology/pmr/
18,GA,Atlanta,,Emory University School of Medicine Program,3401221011,Participating,http://www.rehabmed.emory.edu
19,IL,Chicago,,McGaw Medical Center of Northwestern University Program,3401621014,Participating,https://www.feinberg.northwestern.edu/sites/pmr/education/residency/index.html
20,IL,Chicago,,Rush University Medical Center Program,3401621082,Participating,https://www.rushu.rush.edu/education-and-training/graduate-medical-education/residency-programs
21,IL,Chicago,,Schwab Rehabilitation Hospital and Care Network/University of Chicago Program,3401622012,Participating,http://www.schwabrehab.org
22,IL,Wheaton,,Marianjoy Rehabilitation Hospital Program,3401621097,Participating,http://www.marianjoy.org
23,IN,Indianapolis,,Indiana University School of Medicine Program,3401721098,Participating,https://medicine.iu.edu/physiatry
24,KS,Kansas City,,University of Kansas School of Medicine Program,3401921018,Participating,http://www.kumc.edu/pmr/
25,KY,Lexington,,University of Kentucky College of Medicine Program,3402021079,Participating,https://pmr.med.uky.edu/pmr-educational-programs
26,KY,Louisville,,University of Louisville School of Medicine Program,3402011019,Participating,http://louisville.edu/medicine/departments/neurosurgery/pmr
27,LA,New Orleans,,Louisiana State University Program,3402121020,Participating,http://www.medschool.lsuhsc.edu/physical_medicine/residency.asp
28,MA,Boston,,Tufts Medical Center Program,3402421023,Participating,https://www.tuftsmedicalcenter.org/patient-care-services/Departments-and-Services/Physical-Medicine/Training-Education.aspx
29,MA,Charlestown,,Spaulding Rehabilitation Hospital/Harvard Medical School Program,3402421094,Participating,http://www.spauldingrehab.org/
30,MD,Baltimore,,Johns Hopkins University Program,3402321105,Participating,http://www.hopkinsmedicine.org/rehab/
31,MD,Baltimore,,Sinai Hospital of Baltimore Program,3402322021,Participating,https://www.lifebridgehealth.org/Sinai/SinaiHospitalPhysicalMedicineandRehabilitationResi.aspx
32,MI,Ann Arbor,,University of Michigan Health System Program,3402521025,Participating,https://medicine.umich.edu/dept/pmr/education-training/physician-residency
33,MI,Detroit,,Detroit Medical Center/Wayne State University Program,3402521027,Participating,http://www.pmr-rim.med.wayne.edu/residency-program.php
34,MI,Grand Rapids,,Mary Free Bed Hospital Program,3402500109,Participating,http://www.maryfreebed.com/about-us/residency/
35,MI,Lansing,,Sparrow Hospital Program,3402521100,Participating,http://pmr.msu.edu/
36,MI,Royal Oak,,Beaumont Health (Royal Oak) Program,3402521076,Participating,https://www.beaumont.edu/graduate-medical-education/residency-programs/physical-medicine-rehab/physical-medicine-rehabilitation-
37,MI,Taylor,,Beaumont Health (Taylor) Program,3402512108,Participating,https://www.beaumont.edu/graduate-medical-education
38,MN,Minneapolis,,University of Minnesota Program,3402621028,Participating,https://www.med.umn.edu/rehabmedicine
39,MN,Rochester,,Mayo Clinic College of Medicine and Science (Rochester) Program,3402621030,Participating,http://www.mayo.edu/mayo-clinic-school-of-graduate-medical-education/
40,MO,Columbia,,University of Missouri-Columbia Program,3402821031,Participating,http://medicine.missouri.edu/pmr
41,MO,St Louis,,Washington University/B-JH/SLCH Consortium Program,3402811032,Participating,https://neuro.wustl.edu/pmr-residency
42,NC,Chapel Hill,,University of North Carolina Hospitals Program,3403621104,Participating,http://www.med.unc.edu/phyrehab/
43,NC,Charlotte,,Carolinas Medical Center Program,3403621095,Participating,https://atriumhealth.org/phy-med-rehab-residency
44,NC,Greenville,,Vidant Medical Center/East Carolina University Program,3403621091,Participating,https://physicalrehab.ecu.edu/
45,NE,Omaha,,University of Nebraska Medical Center College of Medicine Program,3403000001,Participating,https://unmc.edu/pmr/education/Residency.html
46,NJ,Edison,,JFK Medical Center Program,3403321033,Participating,http://www.jfkjohnson.org
47,NJ,Newark,,Rutgers Health/New Jersey Medical School Program,3403332034,Participating,http://www.njms.rutgers.edu/rehab
48,NM,Albuquerque,,University of New Mexico School of Medicine Program,3403400001,Participating,https://hsc.unm.edu/medicine/departments/ortho-rehab/orthopaedics/pmr/
49,NV,Las Vegas,,HCA Healthcare Sunrise Health Graduate Medical Education Program,3403100001,Participating,
50,NY,Albany,,Albany Medical Center Program,3403521035,Participating,http://www.amc.edu
51,NY,Bronx,,Montefiore Medical Center/Albert Einstein College of Medicine Program,3403521043,Participating,http://www.montefiore.org
52,NY,Brooklyn,,One Brooklyn Health System/Kingsbrook Jewish Medical Center Program,3403522041,Participating,
53,NY,Brooklyn,,SUNY Downstate Health Sciences University Program,3403521048,Not Participating,
54,NY,East Meadow,,Nassau University Medical Center Program,3403511037,Participating,http://www.numc.edu
55,NY,Great Neck,,Zucker School of Medicine at Hofstra/Northwell Program,3403521042,Participating,
56,NY,New York,,Icahn School of Medicine at Mount Sinai Program,3403521044,Participating,http://icahn.mssm.edu/pmrresidency
57,NY,New York,,NYU Grossman School of Medicine Program,3403521046,Participating,http://www.med.nyu.edu/pmr
58,NY,New York,,New York Medical College (Metropolitan) Program,3403521045,Participating,https://www.nymc.edu/rehabmed
59,NY,New York,,New York Presbyterian Hospital (Columbia and Cornell Campus) Program,3403521039,Participating,http://www.nyp.org/for-professionals/rehabilitation-medicine-residency
60,NY,Port Jefferson,,Stony Brook Medicine/University Hospital Program,3403521103,Participating,https://renaissance.stonybrookmedicine.edu/pmr
61,NY,Rochester,,Rochester Regional Health/Unity Hospital Program,3403500108,Participating,https://residency.rochesterregional.org/rgh
62,NY,Rochester,,University of Rochester Program,3403521051,Participating,https://www.urmc.rochester.edu/education/graduate-medical-education/prospective-residents/physical-medicine-rehabilitation.aspx
63,NY,Rockville Centre,,Good Samaritan Hospital Medical Center/Mercy Medical Center Program,3403500106,Participating,https://goodsamaritan.chsli.org/physical-medicine-and-rehabilitation-mercy-medical-center
64,NY,Syracuse,,SUNY Upstate Medical University Program,3403521093,Participating,http://www.upstate.edu/pmr
65,NY,White Plains,,Burke Rehabilitation Hospital Program,3403500105,Participating,https://www.burke.org/education/residency-program
66,OH,Cincinnati,,University of Cincinnati Medical Center/College of Medicine Program,3403821086,Participating,http://med.uc.edu/neuro/residency/pmr
67,OH,Cleveland,,Cleveland Clinic Foundation Program,3403800087,Participating,http://my.clevelandclinic.org/services/neurological_institute/education
68,OH,Cleveland,,The MetroHealth System/Case Western Reserve University Program,3403831053,Not Participating,
69,OH,Columbus,,Ohio State University Hospital Program,3403821054,Participating,http://pmr.osu.edu/
70,OH,Richmond Heights,,"University Hospitals Osteopathic Consortium (UHOC) Program
					
					 Osteopathic Recognized!",3403800088,Participating,
71,OH,Toledo,,University of Toledo Program,3403821080,Participating,http://www.utoledo.edu
72,PA,Bloomsburg,,Geisinger Health System Program,3404100090,Participating,https://www.geisinger.edu/education/residencies-fellowships/residencies/phys-med-rehab-residency
73,PA,Hershey,,Penn State Milton S Hershey Medical Center Program,3404100089,Participating,https://residency.med.psu.edu/programs/physical-medicine-and-rehabilitation-residency/
74,PA,Philadelphia,,Albert Einstein Healthcare Network/MossRehab Program Program,3404100092,Participating,https://www.einstein.edu/education/residency/internal-medicine
75,PA,Philadelphia,,Sidney Kimmel Medical College at Thomas Jefferson University/TJUH Program,3404121057,Participating,http://www.jefferson.edu/university/jmc/departments/rehabilitation/education/residency.html
76,PA,Philadelphia,,Temple University Hospital/Moss Rehabilitation Program,3404121056,Participating,http://www.temple.edu/pmr
77,PA,Philadelphia,,University of Pennsylvania Health System Program,3404121058,Participating,https://www.pennmedicine.org/departments-and-centers/physical-medicine-and-rehabilitation
78,PA,Pittsburgh,,UPMC Medical Education Program,3404121075,Participating,http://www.rehabmedicine.pitt.edu
79,PA,Wyomissing,,Tower Health Program,3404100091,Participating,https://towerhealth.org/academic-affairs/residency-programs/physical-medicine-rehabilitation-residency
80,PR,San Juan,,University of Puerto Rico Program,3404231062,Participating,
81,PR,San Juan,,VA Caribbean Healthcare System Program,3404231063,Participating,http://www.caribbean.va.gov/edprograms/index.asp
82,TN,Nashville,,Vanderbilt University Medical Center Program,3404700100,Participating,https://medschool.vanderbilt.edu/pmr/residency-training
83,TX,Austin,,University of Texas at Austin Dell Medical School Program,3404800109,Participating,https://dellmed.utexas.edu/education/academics/graduate-medical-education/physical-medicine-and-rehabilitation-residency
84,TX,Dallas,,Baylor University Medical Center Program,3404831064,Participating,https://www.bswhealth.med/education/Pages/gme/dallas/physical-medicine-rehabilitation-residency.aspx
85,TX,Dallas,,University of Texas Southwestern Medical Center Program,3404821065,Participating,http://www.utsouthwestern.edu/education/medical-school/departments/physical-medicine/index.html
86,TX,Houston,,Baylor College of Medicine Program,3404821066,Participating,http://www.bcm.edu/pmr/education/?PMID=5658
87,TX,Houston,,University of Texas Health Science Center at Houston Program,3404821101,Participating,https://med.uth.edu/pmr/
88,TX,San Antonio,,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine Program,3404821067,Participating,http://rehab.uthscsa.edu/
89,UT,Salt Lake City,,University of Utah Health Program,3404921068,Participating,http://medicine.utah.edu/pmr/
90,VA,Charlottesville,,University of Virginia Medical Center Program,3405121089,Participating,https://med.virginia.edu/pmr/pmr-residency-training-program
91,VA,Norfolk,,Eastern Virginia Medical School Program,3405121081,Participating,http://www.evms.edu
92,VA,Richmond,,Virginia Commonwealth University Health System Program,3405121069,Participating,http://www.pmr.vcu.edu
93,WA,Seattle,,University of Washington Program,3405421070,Participating,http://rehab.washington.edu/
94,WA,Spokane,,Providence Sacred Heart Medical Center Program,3405400001,Not Participating,
95,WI,Madison,,University of Wisconsin Hospitals and Clinics Program,3405621072,Participating,http://www.ortho.wisc.edu
96,WI,Milwaukee,,Medical College of Wisconsin Affiliated Hospitals Program,3405621071,Participating,http://www.mcw.edu/physicalmedicine/residencyprogram.htm
